ITEM_20150317_000001	$Elmo_vazio 
ITEM_20150317_001932	Reduz em 50% por 10 minutos a recarga de todas as habilidades. {nl}Clique com o botão direito para usar. Recarga de 10 minutos. 
ITEM_20150317_001933	Pergaminho de Restauração de Atributo (para teste de TBF) 
ITEM_20150317_001934	Restaura todos os Pontos de Atributo do personagem. {nl}(para teste de TBF) 
ITEM_20150317_001935	Cartão de EXP Nv 8
ITEM_20150317_001936	{memo X}Adiciona 36.000 de EXP. 50% de chance de receber EXP adicional. {nl}Clique com o botão direito para usar. 
ITEM_20150317_001937	Cartão de EXP Nv 9
ITEM_20150317_001938	{memo X}Adiciona 60.000 de EXP. 50% de chance de receber EXP adicional. {nl}Clique com o botão direito para usar. 
ITEM_20150317_001939	{memo X}Intensificador de Ataque de +3 
ITEM_20150317_001940	{memo X}Adiciona +3 de dano a uma arma. Pode ser adicionado e usado do espaço de atalho. 
ITEM_20150317_001941	{memo X}Intensificador de Ataque de +5 
ITEM_20150317_001942	{memo X}Adiciona +5 de dano a uma arma. Pode ser adicionado e usado do espaço de atalho. 
ITEM_20150317_001943	{memo X}Intensificador de Ataque de +14 
ITEM_20150317_001944	{memo X}Adiciona +14 de dano a uma arma. Pode ser adicionado e usado do espaço de atalho. 
ITEM_20150317_001945	Intensificador de Defesa de +4 
ITEM_20150317_001946	Reduz em 4 o dano recebido. Pode ser adicionado e usado do espaço de atalho. 
ITEM_20150317_001947	Intensificador de Defesa de +8 
ITEM_20150317_001948	Reduz em 8 o dano recebido. Pode ser adicionado e usado do espaço de atalho. 
ITEM_20150317_001949	{memo X}Poção de HP Concentrada 
ITEM_20150317_001950	{memo X}Poção de SP Concentrada 
ITEM_20150317_001951	{memo X}Pílula de Vigor Poderosa 
ITEM_20150317_001952	Poção de Recarga 
ITEM_20150317_001953	Conjunto de Amostra de Mostro 
ITEM_20150317_001954	Uma relíquia antiga encontrada em um poço. {nl}Clique com o botão direito para usar. 
ITEM_20150317_001955	Coleção de Minério 
ITEM_20150317_001956	Uma coleção onde você pode registrar seus itens. Clique com o botão direito para registrar. 
ITEM_20150317_001957	Coleção de Flor 
ITEM_20150317_001958	Coleção de Osso 
ITEM_20150317_001959	Coleção de Cristal 
ITEM_20150317_001960	Coleção de Mausoléu Real 
ITEM_20150317_001961	Coleção de Cocatriz 
ITEM_20150317_001962	Coleção de Demônio 
ITEM_20150317_001963	Coleção de Igreja da Doutrina 
ITEM_20150317_001964	Coleção de Espírito 
ITEM_20150317_001965	Coleção de Cartão Nv 1 
ITEM_20150317_001966	Coleção de Cartão Nv 2 
ITEM_20150317_001967	Coleção de Cartão Nv 3 
ITEM_20150317_001968	Coleção de Cartão Nv 4 
ITEM_20150317_001969	Bigorna de Treinamento 
ITEM_20150317_001970	{memo X}Você pode melhorar a qualidade de um item colocando e martelando ele nessa bigorna. {nl}Você pode comprar do Comerciante de Ferramentas. {nl}Clique com o botão direito para usar. 
ITEM_20150317_001971	Cartão de Gaigalas 
ITEM_20150317_001972	Cartão
ITEM_20150317_001973	Um cartão com o poder de um monstro forte. 
ITEM_20150317_001974	Cartão de Gorgon 
ITEM_20150317_001975	Cartão de Gorgon 
ITEM_20150317_001976	Cartão de Golem 
ITEM_20150317_001977	Cartão de Desmancha-Prazeres 
ITEM_20150317_001978	Cartão de Toupeira de Cristal 
ITEM_20150317_001979	Cartão de Ginklas 
ITEM_20150317_001980	Cartão de Bovino das Trevas 
ITEM_20150317_001981	Cartão de Necroventre 
ITEM_20150317_001982	Cartão de Ossada da Morte 
ITEM_20150317_001983	Cartão de Mão do Demônio 
ITEM_20150317_001984	Cartão de Denótico 
ITEM_20150317_001985	Cartão de Barrancopéia 
ITEM_20150317_001986	Cartão de Sapo-Raja 
ITEM_20150317_001987	Cartão de Rocharuga 
ITEM_20150317_001988	Cartão de Rexipher  
ITEM_20150317_001989	Cartão de Saqueopéia 
ITEM_20150317_001990	Cartão de Rikaus 
ITEM_20150317_001991	Cartão de Carregador de Mina 
ITEM_20150317_001992	Cartão de Serpe-Marreta 
ITEM_20150317_001993	Cartão de Magburk  
ITEM_20150317_001994	Cartão de Louva-a-Deus 
ITEM_20150317_001995	Cartão de Fantasmúmia 
ITEM_20150317_001996	Cartão de Cogucaria 
ITEM_20150317_001997	Cartão de Brulodo 
ITEM_20150317_001998	Cartão de Cauleposa 
ITEM_20150317_001999	Cartão de Moa 
ITEM_20150317_002000	Cartão de Moyabruka 
ITEM_20150317_002001	Cartão de Mofocórnio 
ITEM_20150317_002002	Cartão de Molich 
ITEM_20150317_002003	Cartão de Minotauro 
ITEM_20150317_002004	Cartão de Mirtis 
ITEM_20150317_002005	Cartão de Castorpião 
ITEM_20150317_002006	Cartão de Bearkaras 
ITEM_20150317_002007	Cartão de Voorta 
ITEM_20150317_002008	Cartão de Lutador Vubbe 
ITEM_20150317_002009	Cartão de Lutador Vubbe Vermelho 
ITEM_20150317_002010	Cartão de Espinheiro 
ITEM_20150317_002011	Cartão de Ferroada-Rainha 
ITEM_20150317_002012	Cartão de Ciclope 
ITEM_20150317_002013	Cartão de Salltimestre 
ITEM_20150317_002014	Cartão de Salamandra 
ITEM_20150317_002015	Cartão de Tormenta das Trevas 
ITEM_20150317_002016	Cartão de Baleia de Pedra 
ITEM_20150317_002017	Cartão de Shnayim 
ITEM_20150317_002018	Cartão de Scorpio 
ITEM_20150317_002019	Cartão de Espectro Monarca 
ITEM_20150317_002020	Cartão de Tecelã Entronada 
ITEM_20150317_002021	Cartão de Árvore de Ferro 
ITEM_20150317_002022	Cartão de Arconte 
ITEM_20150317_002023	Cartão de Abominação 
ITEM_20150317_002024	Cartão de Desbatedor 
ITEM_20150317_002025	Cartão de Achatador 
ITEM_20150317_002026	Cartão de Ellaganos 
ITEM_20150317_002027	Cartão de Yekub 
ITEM_20150317_002028	Cartão de Yonazolem 
ITEM_20150317_002029	Cartão de Lobisomem 
ITEM_20150317_002030	Cartão de Unicórnio 
ITEM_20150317_002031	Cartão de Iltiserva 
ITEM_20150317_002032	Cartão de Duende Vermelho Gigante 
ITEM_20150317_002033	Cartão de Duende da Floresta Gigante 
ITEM_20150317_002034	Cartão de Cahaparição 
ITEM_20150317_002035	Cartão de Chafer 
ITEM_20150317_002036	Cartão de Carapaça 
ITEM_20150317_002037	Cartão de Chefe Kepa 
ITEM_20150317_002038	Cartão de Colimencia 
ITEM_20150317_002039	Cartão de Clímene 
ITEM_20150317_002040	Cartão de Kirmepéia 
ITEM_20150317_002041	Cartão de Tutu 
ITEM_20150317_002042	Cartão de Senhor dos Túmulos 
ITEM_20150317_002043	Cartão de Poata 
ITEM_20150317_002044	Cartão de Sequoia 
ITEM_20150317_002045	Cartão de Harpia 
ITEM_20150317_002046	Cartão de Melpino 
ITEM_20150317_002047	Cartão de Helgasercle 
ITEM_20150317_002048	Cartão de Espectro Ofuscante 
ITEM_20150317_002049	Cartão de Hidra 
ITEM_20150317_002050	Cartão de Pérola-Raja 
ITEM_20150317_002051	Cartão de Corrompida 
ITEM_20150317_002052	Cartão de Lepus 
ITEM_20150317_002053	Cartão de Sparnas 
ITEM_20150317_002054	Cartão de Sparnasomem 
ITEM_20150317_002055	Cartão de Cérbero  
ITEM_20150317_002056	Cartão de Capria 
ITEM_20150317_002057	Cartão de Nepenthes 
ITEM_20150317_002058	Cartão de Shimof 
ITEM_20150317_002059	Cartão de Golem Cinza 
ITEM_20150317_002060	Cartão de Naktis 
ITEM_20150317_002061	Cartão de Lança-Cilindros 
ITEM_20150317_002062	Cartão de Dullahan 
ITEM_20150317_002063	Cartão de Ritheris
ITEM_20150317_002064	Cartão de Nuaele 
ITEM_20150317_002065	Cartão de Neop 
ITEM_20150317_002066	Cartão de Blut 
ITEM_20150317_002067	Cartão de Glacomem 
ITEM_20150317_002068	Cartão de Tetraboi 
ITEM_20150317_002069	Cartão de Basilisco 
ITEM_20150317_002070	Cartão de Gremlin 
ITEM_20150317_002071	Cartão de Arapião 
ITEM_20150317_002072	Cartão de Hougan Arbóreo 
ITEM_20150317_002073	Cartão de Voogarta 
ITEM_20150317_002074	Cartão de Velpéia
ITEM_20150317_002075	Cartão de Egocendiário 
ITEM_20150317_002076	Cartão de Mandara 
ITEM_20150317_002077	Cartão de Lithorex 
ITEM_20150317_002078	Cartão de Nuodai
ITEM_20150317_002079	Cartão de Centauro 
ITEM_20150317_002080	Cartão de Yeti 
ITEM_20150317_002081	Cartão de Progola 
ITEM_20150317_002082	Cartão de Fantoche 
ITEM_20150317_002083	Cartão de Siril 
ITEM_20150317_002084	Cartão de Caranguil 
ITEM_20150317_002085	Megafone 
ITEM_20150317_002086	$Amplifica sua voz. Use [/y 'chat'] para enviar a sua mensagem a todos os mapas em seu servidor. 
ITEM_20150317_002087	Pedra Mágica de Vubbe 
ITEM_20150317_002088	Um item de quest obtido dos monstros. 
ITEM_20150317_002089	Uma pedra mágica das trevas obtida apenas dos Vubbes que ficaram expostos aos Cristais por muito tempo. 
ITEM_20150317_002090	Pétala de Hanaming
ITEM_20150317_002091	Ingrediente de um item consumível. {nl} Negociável com NPCs. 
ITEM_20150317_002092	Uma pétala de flor de cheiro agradável. {nl}Obtida do Hanaming. 
ITEM_20150317_002093	Chave de Baú do Tesouro Nv 2 
ITEM_20150317_002094	Chave
ITEM_20150317_002095	Uma chave que abre um Baú do Tesouro Nv 2. 
ITEM_20150317_002096	Chave de Baú do Tesouro Nv 3 
ITEM_20150317_002097	Uma chave que abre um Baú do Tesouro Nv 3. 
ITEM_20150317_002098	Chave de Baú do Tesouro Nv 4 
ITEM_20150317_002099	Uma chave que abre um Baú do Tesouro Nv 4. 
ITEM_20150317_002100	Chave de Baú do Tesouro Nv 5 
ITEM_20150317_002101	Uma chave que abre um Baú do Tesouro Nv 5. 
ITEM_20150317_002102	Caule de Kepa 
ITEM_20150317_002103	Item obtido de um monstro. 
ITEM_20150317_002104	$Caule comprido de sabor levemente picante. {nl}Obtido do Kepa. 
ITEM_20150317_002105	Casca de Bicho-folha 
ITEM_20150317_002106	$Casca fina com uma leve textura perceptível. {nl}Obtida do Bicho-folha. 
ITEM_20150317_002107	Folha de Chinency 
ITEM_20150317_002108	Uma folha de gosto levemente amargo. Vai engrossando conforme se aproxima do caule. Obtida do Chinency. 
ITEM_20150317_002109	{memo X}Casca de Infrapedraruga 
ITEM_20150317_002110	{memo X}Casca resistente de padrão hexagonal. Obtida doe Infrapedrarugas. 
ITEM_20150317_002111	Dente de Chupacabra 
ITEM_20150317_002112	Dente pequeno e afiado. Obtido do Chupacabra. 
ITEM_20150317_002113	Antena de Tecelã 
ITEM_20150317_002114	Uma antena espessa e peluda. {nl}Obtida da Tecelã. 
ITEM_20150317_002115	Pele de Pokubu 
ITEM_20150317_002116	Couro cinza. Obtido do Pokubu. 
ITEM_20150317_002117	Folha de Jukopus 
ITEM_20150317_002118	É larga e rugosa. Obtida do Jukopu. 
ITEM_20150317_002119	Cristal de Kepa Vermelho 
ITEM_20150317_002120	A cristalização dentro da planta se deve à solidificação da seiva. Obtido do Kepa Vermelho. 
ITEM_20150317_002121	Folha de Monstro Grande 
ITEM_20150317_002122	Material obtido dos monstros. {nl} Usado para confeccionar. 
ITEM_20150317_002123	Símbolo de Vubbe
ITEM_20150317_002124	Um amuleto carregado pelos Vubbes. É bem rudimentar. Obtido do Vubbe. 
ITEM_20150317_002125	Cerne de Orca de Pedra 
ITEM_20150317_002126	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. {nl}Obtido da Orca de Pedra. 
ITEM_20150317_002127	Antenas de Aranha de Cristal 
ITEM_20150317_002128	Antenas finas pretas. Obtidas da Aranha de Cristal. 
ITEM_20150317_002129	{memo X}Antena de Yekubita 
ITEM_20150317_002130	{memo X}Antenas finas e afiadas. Obtida do Yekubita. 
ITEM_20150317_002131	Chifre de Panto 
ITEM_20150317_002132	Pode ser usado pra confeccionar várias ferramentas graças à sua durabilidade. Obtido do Panto. 
ITEM_20150317_002133	Caule de Nozig 
ITEM_20150317_002134	O caule pode ser processado para fazer tecido. Inadequado para comer. Obtido do Nozig. 
ITEM_20150317_002135	Asa de Borboleta 
ITEM_20150317_002136	É preciso ter cuidado porque é muito frágil. 
ITEM_20150317_002137	Semente do Germe 
ITEM_20150317_002138	Flor de Firent 
ITEM_20150317_002139	Uma flor vermelha que apenas floresce no Firent. Tem pétalas grandes vistosas. Obtida do Firent. 
ITEM_20150317_002140	Cerne de Egnome 
ITEM_20150317_002141	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Egnome. 
ITEM_20150317_002142	Cerne de Yognome 
ITEM_20150317_002143	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Yognome. 
ITEM_20150317_002144	Folha de Violeta 
ITEM_20150317_002145	Folha de Rafflet 
ITEM_20150317_002146	Caule de Tanu 
ITEM_20150317_002147	Um caule denso com espinhos. Inadequado para comer. Obtido do Tanu. 
ITEM_20150317_002148	Antena de Beetow 
ITEM_20150317_002149	Uma antena de monstro verde. Por sua rigidez similar à do couro, é útil como corda. Obtida do Beetow. 
ITEM_20150317_002150	Bolsa de Esporo de Milho 
ITEM_20150317_002151	Pena de Ultano 
ITEM_20150317_002152	Pena de pássaro comum. Obtida do Ultano. 
ITEM_20150317_002153	Cogumelo de Karkash 
ITEM_20150317_002154	Cogumelo que cresce apenas no Karkash. Indesejável devido ao seu gosto desagradável. Obtido do Karkash. 
ITEM_20150317_002155	Osso de Elravine 
ITEM_20150317_002156	Casca de Upente 
ITEM_20150317_002157	Casca de árvore comprida. Tem várias utilidades. Obtida do Upente. 
ITEM_20150317_002158	Asa de Louvadeira 
ITEM_20150317_002159	Diferente das asas de outros insetos, é macia e flexível. Obtida da Louvadeira. 
ITEM_20150317_002160	Espinho de Bola-Espinho 
ITEM_20150317_002161	É leve e frágil por causa do miolo vazio. {nl}Obtido do Bola-Espinho. 
ITEM_20150317_002162	Chifre de Operor 
ITEM_20150317_002163	Devido ao seu tamanho pequeno, apenas confeccionadores experientes sabem usar suas propriedades. Obtido do Operor. 
ITEM_20150317_002164	Casca de Bicho-da-Seda 
ITEM_20150317_002165	Embora seja muito macia para chamar de 'casca', é possível fazer um tecido com ela. Obtida do Bicho-da-Seda. 
ITEM_20150317_002166	Cristal de Trufa 
ITEM_20150317_002167	Esse cristal é formado pela solidificação da seiva dentro da planta. Obtido da Trufa. 
ITEM_20150317_002168	Caule de Matsum 
ITEM_20150317_002169	Às vezes, as pessoas fervem esse caule para fazer uma bebida que inibe a fome. Obtido do Matsum. 
ITEM_20150317_002170	Coração de Merog 
ITEM_20150317_002171	Geralmente, usado para pesquisa de magia e não como alimento. Obtido do Merog. 
ITEM_20150317_002172	Asa de Abelhouro 
ITEM_20150317_002173	Uma asa transparente. Obtido do Abelhouro. 
ITEM_20150317_002174	Casca de Bicho-Folha das Catacumbas 
ITEM_20150317_002175	Casca fina com uma leve textura perceptível. Obtida do Bicho-Folha das Catacumbas. 
ITEM_20150317_002176	Vela 
ITEM_20150317_002177	Uma lanterna seria melhor, mas a vela também pode ser uma ótima fonte de luz. 
ITEM_20150317_002178	Antena de Verme das Catacumbas 
ITEM_20150317_002179	Espinho de Tontus 
ITEM_20150317_002180	Pequeno, porém pode machucar. Obtido do Tontus. 
ITEM_20150317_002181	Folha de Pino 
ITEM_20150317_002182	Folha pequena que parece uma escama de peixe. Obtida do Pino. 
ITEM_20150317_002183	Caule de Geppetto 
ITEM_20150317_002184	Muito usado na confecção de arcos por causa de suas propriedades flexíveis. Obtido do Geppetto. 
ITEM_20150317_002185	Pele de Zinute  
ITEM_20150317_002186	Apresenta uma geometria definida. Exige um processo especial antes de usar por causa de sua rigidez semelhante à do metal. Obtida do Zinute. 
ITEM_20150317_002187	Carne de Chupacabra do Deserto 
ITEM_20150317_002188	Bastante dura devido às suas fibras musculares, mas saborosa. Obtida do Chupacabra do Deserto. 
ITEM_20150317_002189	Dente de Wendigo 
ITEM_20150317_002190	Dente suficientemente duro para morder madeira. Obtido do Wendigo. 
ITEM_20150317_002191	Cerne de Sauga 
ITEM_20150317_002192	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Sauga. 
ITEM_20150317_002193	Pele de Lauzinute 
ITEM_20150317_002194	Mais resistente do que a pele de Zinute. Obtida do Lauzinute. 
ITEM_20150317_002195	{memo X}Dente de Javalomem 
ITEM_20150317_002196	Parecido com o dente humano, porém maior. {nl}Obtido do Javalomem. 
ITEM_20150317_002197	Antena de Varv 
ITEM_20150317_002198	Ainda não se sabe se esse item tem alguma utilidade prática. Obtida do Varv. 
ITEM_20150317_002199	Cerne de Zinutekas 
ITEM_20150317_002200	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Zinutekas. 
ITEM_20150317_002201	Contrapeso de Vesper 
ITEM_20150317_002202	Ainda não se sabe por que o Vesper carrega um contrapeso. Talvez para evitar que voem alto demais. Obtido do Vesper. 
ITEM_20150317_002203	Cerne de Vikaras 
ITEM_20150317_002204	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Vikaras. 
ITEM_20150317_002205	Cerne de Shtayim 
ITEM_20150317_002206	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Shtayim. 
ITEM_20150317_002207	Cerne de Wheelen 
ITEM_20150317_002208	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Wheelen. 
ITEM_20150317_002209	Cerne de Rusrat 
ITEM_20150317_002210	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Rusrat. 
ITEM_20150317_002211	Cerne de Mauros 
ITEM_20150317_002212	Uma variação mutante do Nucl, a fonte de energia dos monstros mutantes. Contém magia altamente concentrada que pode explodir se manuseado sem cuidado. Obtido do Mauros. 
ITEM_20150317_002213	Cera 
ITEM_20150317_002214	Embora possa ser encontrada em vários monstros, é mais fácil de obter do Ambulo Arbóreo. 
ITEM_20150317_002215	Folha de Toco d'Árvore 
ITEM_20150317_002216	Uma folha bastante rígida. Obtida de Toco d'Árvore. 
ITEM_20150317_002217	Cristal de Árvore de Galhos Longos 
ITEM_20150317_002218	A cristalização dentro da planta se deve à solidificação da seiva. Obtido das Árvores de Galhos Compridos 
ITEM_20150317_002219	{memo X}Casca de Infraburk 
ITEM_20150317_002220	{memo X}Um pedaço de casca que suporta fortes impactos apesar de sua aparência fina. Obtida do Infraburk. 
ITEM_20150317_002221	Cerne de Zolem
