SKILL_20150317_000001	Ataque
SKILL_20150317_001965	Deixa o mestre montar
SKILL_20150317_001966	$Intensificador de Poção de HP 
SKILL_20150317_001967	$Reduz a recarga das poções de HP. {nl}(-10% pelo nível)
SKILL_20150317_001968	$Intensificador de Poção de SP
SKILL_20150317_001969	$Reduz a recarga das poções de SP. {nl}(-10% pelo nível)
SKILL_20150317_001970	$Maestria de Espada
SKILL_20150317_001971	$Perícia no uso de Espadas. {nl}(+5% de dano por nível ao usar uma espada)
SKILL_20150317_001972	$Maestria de Cajado
SKILL_20150317_001973	$Perícia no uso de Cajados. {nl}(+5% de dano por nível ao usar um cajado)
SKILL_20150317_001974	$Maestria de Arco
SKILL_20150317_001975	$Perícia no uso de Arcos. {nl}(+5% de dano por nível ao usar um arco)
SKILL_20150317_001976	$Maestria de Maça
SKILL_20150317_001977	$Perícia no uso de Maças. {nl}(+5% de dano por nível ao usar uma maça)
SKILL_20150317_001978	Instinto de Sobrevivência
SKILL_20150317_001979	$Aumenta o ataque quando o HP é inferior a 40%. {nl}Apenas Nível 1. Você só pode aprender uma vez!
SKILL_20150317_001980	$Lança de Gelo
SKILL_20150317_001981	$Adiciona mais dano aos inimigos congelados ao atacar com o Raio de Gelo. {nl}(Adiciona 25% pelo nível)
SKILL_20150317_001982	$Devastação
SKILL_20150317_001983	Tem chance de causar dano aos inimigos por perto com uma explosão ao atacar com Golpes. (5% de chance de ativar pelo nível)
SKILL_20150317_001984	$Ruptura
SKILL_20150317_001985	$Aumenta o dano ao usar uma arma [Contundente] em inimigos com armadura Metálica. {nl}(Aumenta em 20% pelo nível)
SKILL_20150317_001986	Superar
SKILL_20150317_001987	$Aumenta a chance de crítico ao usar Espadas. {nl}(Aumenta o Crítico em 10% pelo nível)
SKILL_20150317_001988	$Saltar
SKILL_20150317_001989	$Você pode saltar pressionando a tecla [X].
SKILL_20150317_001990	$Ir para o Lado
SKILL_20150317_001991	$Mover-se lateralmente. Pressione as teclas direcionais enquanto segura a tecla [Shift] para se movimentar lateralmente. Consome Vigor.
SKILL_20150317_001992	$Corrida
SKILL_20150317_001993	$Você pode correr pressionando duas vezes uma tecla direcional.
SKILL_20150317_001994	$Meditação
SKILL_20150317_001995	$Aumenta a recuperação de SP. {nl}(Aumenta em 1% o Nv x Vigor máx.)
SKILL_20150317_001996	$Regeneração
SKILL_20150317_001997	$Aumenta a recuperação de HP. {nl}(Aumenta em 1% o Nv x HP máx.)
SKILL_20150317_001998	Inspiração
SKILL_20150317_001999	Aumenta o nível de defesa. {nl}(Aumenta pelo nível x 10 )
SKILL_20150317_002000	Inimigos atingidos com golpes fortes podem desmaiar por 5 segundos.
SKILL_20150317_002001	Atravessar
SKILL_20150317_002002	Percorrer uma curta distância em alta velocidade. Consome Vigor. Pressione duas vezes a tecla direcional para usar. -- Característica de Escudeiro
SKILL_20150317_002003	Consome 4 de VIG Nv 1
SKILL_20150317_002004	Escudo Aquecedor
SKILL_20150317_002005	Reflete os ataques ao usar a habilidade Esquivar. (O dano refletido aumenta proporcionalmente à força de defesa e o nível de atributo)
SKILL_20150317_002006	Raiva
SKILL_20150317_002007	As maças podem atordoar os inimigos atingidos. {nl}(Aumenta em 10% pelo nível)
SKILL_20150317_002008	Tem 10% de chance de Atordoar Nv 1, dura 3 segundos Tem 20% de chance de Atordoar Nv 2, dura 4 segundos Tem 30% de chance de Atordoar Nv 3, dura 5 segundos.
SKILL_20150317_002009	Intuição
SKILL_20150317_002010	Tem grande chance de que Perfurar cause golpes críticos em inimigos sangrando. {nl}(Chance básica de 30% + 5% adicional pelo nível)
SKILL_20150317_002011	Cortar
SKILL_20150317_002012	Depois de um abate brutal, a quantidade de dano dobra por 10 segundos em um ataque.
SKILL_20150317_002013	Guarda
SKILL_20150317_002014	A velocidade de movimento aumenta quando o HP é inferior a 15%.
SKILL_20150317_002015	Maestria de Espada de Duas Mãos
SKILL_20150317_002016	$Perícia no uso dessa arma. Aumenta o ataque físico ao usar uma espada grande.
SKILL_20150317_002017	Aplica # {IncrValue1} #% de Ataque Nv 1{nl}Aplica # {IncrValue1} #% de Ataque Nv 2{nl}Aplica # {IncrValue1} #% de Ataque Nv 3
SKILL_20150317_002018	Pião
SKILL_20150317_002019	Aumenta o tempo de rotação do Turbilhão.
SKILL_20150317_002020	Tempo de rotação Nv 1 + # {IncrValue1} # segundos {nl}Tempo de rotação Nv 2 + # {IncrValue1} # segundos
SKILL_20150317_002021	Teia das Trevas
SKILL_20150317_002022	Aumenta a quantidade de ataques de Telecinese. {nl}(Aumenta pelo nível)
SKILL_20150317_002023	Acender
SKILL_20150317_002024	Dobra a quantidade de dano ao atacar o inimigo sob o efeito de Lentidão com a Bola de Fogo.
SKILL_20150317_002025	A Espetada pode atordoar. {nl}(Aumenta em 5% pelo nível)
SKILL_20150317_002026	Ataque Surpresa
SKILL_20150317_002027	Chance de crítico adicional contra inimigos atordoados. {nl}(Chance básica de 30% + 5% adicional pelo nível)
SKILL_20150317_002028	Concentração
SKILL_20150317_002029	Aumenta a taxa de crítico ao atacar inimigos de longe. {nl}(Chance básica de 50% + 5% adicional pelo nível)
SKILL_20150317_002030	Vigor Próprio
SKILL_20150317_002031	Aumenta a duração do bônus de poção. {nl}(Aumenta em 5% pelo nível)
SKILL_20150317_002032	Assolar
SKILL_20150317_002033	O inimigo repelido é golpeado novamente e recebe dano adicional.
SKILL_20150317_002034	Nanta
SKILL_20150317_002035	Reduz o alcance de Repulsão dos monstros ao usar Turbilhão.
SKILL_20150317_002036	Aumenta a FOR nos ataques corpo a corpo.
SKILL_20150317_002037	Aumenta a agilidade. Afeta os ataques Físicos a distância, a chance de crítico e a evasão.
SKILL_20150317_002038	Melhora a força física. Aumenta o HP máximo.
SKILL_20150317_002039	Aumentar INT
SKILL_20150317_002040	Aumenta a inteligência, além do SP máximo e o ataque mágico.
SKILL_20150317_002041	Equilíbrio
SKILL_20150317_002042	Aumenta a probabilidade de resistência de Gung Ho. {nl}(Aumenta em 5% pelo nível)
SKILL_20150317_002043	Esmagar
SKILL_20150317_002044	Aumenta o poder de derrubar da Pancada. {nl}(Aumenta em 50% pelo nível)
SKILL_20150317_002045	Ponta de Lança Afiada
SKILL_20150317_002046	Espetada tem chance de causar sangramento ao golpear. {nl}(Aumenta em 5% pelo nível)
SKILL_20150317_002047	Cabo de Aço
SKILL_20150317_002048	Força Centrífuga
SKILL_20150317_002049	Enganar
SKILL_20150317_002050	Estremecer
SKILL_20150317_002051	$Aumenta a Taxa Crítica de [Provocação]. {nl}(Aumenta em 1% pelo nível)
SKILL_20150317_002052	$Estocada: Distância de Repulsão
SKILL_20150317_002053	${memo X}Aumenta em 50 por nível de atributo a força de repulsão.
SKILL_20150317_002054	$Estocada: Ataque Contínuo
SKILL_20150317_002055	${memo X}Ativa em 1% por nível de atributo um ataque contínuo ao usar [Estocada].
SKILL_20150317_002056	$Golpear: Espalhar
SKILL_20150317_002057	${memo X}Adiciona em 1 por nível de atributo Espalhar de [Golpear].
SKILL_20150317_002058	$Gung Ho: Defesa Restante
SKILL_20150317_002059	$A defesa restante se torna 5% por nível depois de usar [Gung Ho].
SKILL_20150317_002060	$Golpear: Derrubar
SKILL_20150317_002061	$O inimigo atingido por [Golpear] é derrubado.
SKILL_20150317_002062	$Concentração: Atordoar
SKILL_20150317_002063	$Tem 2%, de chance por nível de atributo de atordoar o inimigo ao atacar com [Concentração].
SKILL_20150317_002064	$Refrear: Duração
SKILL_20150317_002065	${memo X}Aumenta em 5 segundos por nível a duração de [Refrear].
SKILL_20150317_002066	${memo X}Estocada: Chance de Crítico
SKILL_20150317_002067	${memo X}Aumenta em 10% por nível de atributo a chance de crítico de [Estocada].
SKILL_20150317_002068	$Provocação: HP Máximo
SKILL_20150317_002069	${memo X}Aumenta em 5% por nível de atributo o HP máximo do personagem ao usar [Provocação]. 
SKILL_20150317_002070	$Provocação: Alcance
SKILL_20150317_002071	$Aumenta em 0,2m por nível o alcance da incitação de [Provocação].
SKILL_20150317_002072	$Pancada: Atordoar
SKILL_20150317_002073	${memo X}O inimigo atingido por [Pancada] tem 5% de chance por nível de atributo de ficar atordoado.
SKILL_20150317_002074	$Lançar Escudo: Espalhar
SKILL_20150317_002075	${memo X}Aumenta em 1 por nível de atributo o Espalhar de [Lançar Escudo].
SKILL_20150317_002076	$Maestria de Escudo
SKILL_20150317_002077	${memo X}Aumenta em 5% por atributo o Bloqueio ao usar um escudo.
SKILL_20150317_002078	{memo X}$Peltasta: Guarda
SKILL_20150317_002079	${memo X}Use a [Guarda] pressionando o botão C depois de pegar o escudo.
SKILL_20150317_002080	$Bloqueio: Contra-Ataque
SKILL_20150317_002081	$Adiciona 200% de dano à [Pancada] depois de um [Bloqueio] bem sucedido. Também aumenta em 5% por 5 segundos por nível seu Dano Crítico.
SKILL_20150317_002082	$[Pancada]: Adiciona Derrubar
SKILL_20150317_002083	${memo X}Os inimigos atingidos com [Pancada] são derrubados e o poder de derrubar aumenta em 40 por nível de atributo.
SKILL_20150317_002084	$Impacto: Pedra Congelada
SKILL_20150317_002085	$Adiciona 20% de dano ao [Impacto] por nível ao usar a habilidade em inimigos congelados ou petrificados.
SKILL_20150317_002086	$Guarda: Defesa
SKILL_20150317_002087	${memo X}Aumenta em 10% a defesa do personagem ao usar [Guarda].
SKILL_20150317_002088	$Golpe Violento: Dano de Colisão
SKILL_20150317_002089	{memo X}$Quando o inimigo recebe um [Golpe Violento] e atinge uma parede, recebe 50% adicional de dano físico.
SKILL_20150317_002090	{memo X}Golpe Violento: Distância de Repulsão
SKILL_20150317_002091	{memo X}Aumenta em 50% por nível de atributo a força de repulsão de [Golpe Violento].
SKILL_20150317_002092	$Coroar: Redução
SKILL_20150317_002093	{memo X}Reduz em 2% por nível de atributo o aumento de consumo de INT e ESP ao usar [Coroar]. 
SKILL_20150317_002094	$Golpe Ascendente: Dano de Derrubar
SKILL_20150317_002095	{memo X}Os inimigos no ar devido ao [Golpe Ascendente] recebem 50% de dano físico do personagem.
SKILL_20150317_002096	$Golpe Ascendente: Espalhar
SKILL_20150317_002097	{memo X}Espalhar aumenta em 1 no [Golpe Ascendente].
SKILL_20150317_002098	$Guarda Cruzada: Contra-Ataque
SKILL_20150317_002099	$Causa dano equivalente a 10% do seu dano físico por nível de atributo ao conseguir bloquear um ataque com a [Guarda Cruzada].
SKILL_20150317_002100	$Guarda Cruzada: Defesa
SKILL_20150317_002101	$Reduz em 10% o dano recebido por nível quando pelo menos 3 inimigos, ou mais, são provocados usando a [Guarda Cruzada].
SKILL_20150317_002102	{memo X}$Maestria de Espada de Duas Mãos
SKILL_20150317_002103	{memo X}Aumenta em 10% por nível de recursos o ataque crítico ao usar [Espada de Duas Mãos].
SKILL_20150317_002104	{memo X}$Molinete: Taxa de Crítico
SKILL_20150317_002105	{memo X}Aumenta em 10% por nível de atributo a Taxa de Crítico de [Molinete].
SKILL_20150317_002106	$Punhalada: Evasão
SKILL_20150317_002107	{memo X}Aumenta em 5% por nível de atributo a Evasão ao atacar o inimigo com [Punhalada].
SKILL_20150317_002108	$Perfurar: Ataque Contínuo
SKILL_20150317_002109	$Causa 4 ataques contínuos em monstros chefes com [Perfurar].
SKILL_20150317_002110	$Perfurar: Sangramento
SKILL_20150317_002111	{memo X}Tem 2% de chance por nível de atributo que o inimigo atingido por [Perfurar] sofra [Sangramento] por 5 segundos.
SKILL_20150317_002112	$Finestra: Dano Físico
SKILL_20150317_002113	$Adiciona 10% de INT ao dano físico ao usar [Finestra].
SKILL_20150317_002114	$Impulso Sincronizado: Taxa de Crítico
SKILL_20150317_002115	$Aumenta em 5% por 5 segundos por nível de atributo a taxa do próximo ataque crítico ao contra-atacar com sucesso com [Impulso Sincronizado].
SKILL_20150317_002116	$Impulso Sincronizado: Perfurar
SKILL_20150317_002117	{memo X}Reduz em 10% por nível de atributo o dano de golpe do ataque de escudo e aumenta em 20% por nível de atributo o dano de Perfurar.
SKILL_20150317_002118	$Finestra: Espalhar
SKILL_20150317_002119	{memo X}Aumenta em 2 Espalhar e reduz em dobro a Evasão ao usar [Finestra].
SKILL_20150317_002120	{memo X}Grito de Guerra: Redução de Defesa
SKILL_20150317_002121	{memo X}Aumenta em 1 por nível a quantidade de inimigos que perdem a defesa ao usar [Grito de Guerra].
SKILL_20150317_002122	$Grito de Guerra: Duração
SKILL_20150317_002123	{memo X}Aumenta em 2 segundos por nível a duração de [Grito de Guerra]
SKILL_20150317_002124	$Agressor: Taxa de Crítico
SKILL_20150317_002125	$Reduz pela metade a precisão adicionada, mas aumenta a taxa de crítico equivalente à evasão reduzida ao usar [Agressor].
SKILL_20150317_002126	$Agressor: Precisão Adicional
SKILL_20150317_002127	$Aumenta em 2% por nível a precisão acrescentada adicional e diminui em 2% por nível a evasão reduzida adicional ao usar [Agressor].
SKILL_20150317_002128	{memo X}$Selvageria: Taxa de Crítico
SKILL_20150317_002129	{memo X}Aumenta em 5% por nível de atributo a Taxa de Crítico de [Selvageria].
SKILL_20150317_002130	$Selvageria: Corte Contínuo
SKILL_20150317_002131	$Aplica o bônus de Ataque Contínuo nos ataques de corte em [Selvageria].
SKILL_20150317_002132	{memo X}$Escudo Esmagador: Pedra Congelada
SKILL_20150317_002133	{memo X}Atacar inimigos [Congelados] ou [Petrificados] aumenta 20% de dano, pelo nível de atributo.
SKILL_20150317_002134	$Montano: Lentidão por Tamanho
SKILL_20150317_002135	{memo X}Ao usar [Montano], os monstros pequenos, médios e grandes sofrem [Lentidão] por 3, 2, 1 segundo(s) .
SKILL_20150317_002136	$Investida Blindada: Repulsão
SKILL_20150317_002137	$Aumenta em 1 por nível a distância de repulsão da [Investida Blindada].
SKILL_20150317_002138	$Contra-Investida: Desproteger
SKILL_20150317_002139	$Contra-Investida tem 10% de chance por nível de atributo de causar [Desproteger] por 5 segundos, negando todos os bônus ativos ao alvo.
SKILL_20150317_002140	$Impulso Blindado: Desequilibrado
SKILL_20150317_002141	$[Impulso Blindado] causa 20% de dano adicional por nível com base no seu ataque físico aos inimigos derrubados afetados por [Desequilibrado].
SKILL_20150317_002142	{memo X}$Escudo Esmagador: Chamas
SKILL_20150317_002143	{memo X}Propaga [Chamas] a uma quantidade de inimigos equivalente ao nível de atributo quando o inimigo sob o efeito de [Chamas] morre pelo [Escudo Esmagador].
SKILL_20150317_002144	$Ciclone: Movimento
SKILL_20150317_002145	$Você pode se mover enquanto usa [Ciclone].
SKILL_20150317_002146	$Ganho Dobrado: Dano Recebido
SKILL_20150317_002147	$Reduz o dano recebido de x3 para x2 ao usar [Ganho Dobrado].
SKILL_20150317_002148	{memo X}Desqualificação: Armadura de Tecido
SKILL_20150317_002149	{memo X}Aplica os efeitos de [Mordschlag] nos inimigos com armadura de couro e armadura de tecido.
SKILL_20150317_002150	$Barreira da Dor: Velocidade de Movimento
SKILL_20150317_002151	{memo X}Aumenta em 5% por nível de atributo a velocidade de movimento e reduz em 10% por nível de atributo a evasão ao usar [Barreira da Dor].
SKILL_20150317_002152	$Ciclone: Desviar Flechas
SKILL_20150317_002153	$Tem 10% de chance por nível de atributo de desviar o ataque básico de flecha do inimigo ao usar [Ciclone].
SKILL_20150317_002154	$Adormecer: Manter Penalidade
SKILL_20150317_002155	O inimigo sujeito a [Adormecer] não acordará mesmo com 1% de chance por nível de atributo de ser atacado, mas a duração será reduzida em 0,5 segundo por nível de atributo.
SKILL_20150317_002156	$Escudo Refletor: Refletir Dano
SKILL_20150317_002157	{memo X}O dano refletido do [Escudo Refletor] é adicionado por nível de atributo e o dano de golpe é reduzido.
SKILL_20150317_002158	$Escudo Refletor: Defesa
SKILL_20150317_002159	$Aumenta em 5% por nível sua defesa ao usar [Escudo Refletor].
SKILL_20150317_002160	$Raio de Energia: Dano Adicional a Adormecido
SKILL_20150317_002161	{memo X}Aumenta em 50% o dano adicional do ataque Mágico ao atacar um monstro na condição [Adormecer] com [Raio de Energia].
SKILL_20150317_002162	$Letargia: Duração
SKILL_20150317_002163	$Aumenta em 2 segundos por nível a duração de [Letargia].
SKILL_20150317_002164	{memo X}Letargia: Golpe
SKILL_20150317_002165	{memo X}Ataques de golpe causam 20% a mais de dano nos inimigos com [Letargia].
SKILL_20150317_002166	$Feitiço Rápido: Dano Mágico
SKILL_20150317_002167	{memo X}Aumenta em 10% por nível de atributo o dano mágico do próximo ataque ao usar [Feitiço Rápido].
SKILL_20150317_002168	$Bola de Fogo: Penalidade de Chamas
SKILL_20150317_002169	{memo X}O inimigo atingido por [Bola de Fogo] tem 10% de chance por nível de atributo de receber dano de [Chamas] por 5 segundos.
SKILL_20150317_002170	$Muralha de Fogo: Aumento de Resistência a Fogo
SKILL_20150317_002171	{memo X}Aumenta em 5 por 5 segundos por nível de atributo o ataque de Fogo quando o aliado pisa na [Muralha de Fogo].
SKILL_20150317_002172	$Sopro Infernal: Rotação Direcional
SKILL_20150317_002173	$Você pode mudar a direção ao usar [Sopro Infernal].
SKILL_20150317_002174	$Sopro Infernal: Repulsão
SKILL_20150317_002175	{memo X}Tem 10% de chance por nível de atributo de afastar o inimigo atingido por [Sopro Infernal].
SKILL_20150317_002176	$Encantar Fogo: Aumento de Resistência a Fogo
SKILL_20150317_002177	$Aumenta e reduz em 5 por nível sua resistência a fogo e gelo respectivamente ao usar [Encantar Fogo].
SKILL_20150317_002178	{memo X}Encantar Fogo: Redução de Resistência a Fogo
SKILL_20150317_002179	{memo X}Reduz em 10% por 5 segundos por nível de atributo a resistência do inimigo a fogo dentro do alcance de [Encantar Fogo].
SKILL_20150317_002180	$Pilar de Fogo: Puxar
SKILL_20150317_002181	$Puxa os inimigos por perto com [Pilar de Fogo]. O nível de atributo mais alto aumenta o alcance de inimigos arrastados.
SKILL_20150317_002182	$Maestria de Cajado: Fogo
SKILL_20150317_002183	{memo X}Aumenta em 5 por nível de atributo o ataque de fogo do personagem ao usar [Cajado].
SKILL_20150317_002184	$Raio de Gelo: Chance de Congelamento
SKILL_20150317_002185	{memo X}Aumenta em 10% por nível de atributo a chance de [Congelar] o inimigo atingido por [Raio de Gelo].
SKILL_20150317_002186	Rajada: Dano de Colisão
SKILL_20150317_002187	{memo X}O inimigo recebe 50% de dano do ataque mágico ao bater na muralha depois de ser empurrado com [Rajada].
SKILL_20150317_002188	$Explosão Gélida: Espalhar Congelamento
SKILL_20150317_002189	$Tem 10% de chance por nível de atributo de [Congelar] os inimigos atingidos por [Explosão Gélida].
SKILL_20150317_002190	Telecinese: Movimento Forçado
SKILL_20150317_002191	$Causa 20% por nível de dano equivalente ao ataque mágico ao inimigos por perto ao se mover por [Telecinese].
