QUEST_LV_0100_20150317_000001	$Sentinela
QUEST_LV_0100_20150317_002686	$Destruidor do Filtro Principal (2)
QUEST_LV_0100_20150317_002687	{memo X}Aviso/A bússola da mina está apontando para a 7a zona.{nl}Vá para a 7a zona e procure pelas peças no chão.#5
QUEST_LV_0100_20150317_002688	{memo X}Aviso/Uma peça está faltando.{nl}Vá para a 6a zona para procurar a peça que está faltando.#5
QUEST_LV_0100_20150317_002689	{memo X}Aviso/Derrote a Baleia de Pedra que interfere com a busca pelas peças!
QUEST_LV_0100_20150317_002690	{memo X}Parte da recuperação/SITGROPE/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002691	{memo X}Aviso/!/Peças recuperadas do filtro! {nl}Consertar o Filtro Central e ativá-lo. #5
QUEST_LV_0100_20150317_002692	$Destruidor do Filtro Principal (3)
QUEST_LV_0100_20150317_002693	{memo X}Aviso/Consertou o Filtro Principal com sucesso! {nl} Filtro Principal está funcionando agora.
QUEST_LV_0100_20150317_002694	Lacre da Família Real (1)
QUEST_LV_0100_20150317_002695	{memo X}
QUEST_LV_0100_20150317_002696	A ameaça no chão
QUEST_LV_0100_20150317_002697	Toque mesmo assim
QUEST_LV_0100_20150317_002698	Lacre da Família Real (2)
QUEST_LV_0100_20150317_002699	Vou quebrar o lacre
QUEST_LV_0100_20150317_002700	Não vou mais fazer isso
QUEST_LV_0100_20150317_002701	Recrutando Mercenários (1)
QUEST_LV_0100_20150317_002702	Tenho interesse
QUEST_LV_0100_20150317_002703	Recrutando Mercenários (2)
QUEST_LV_0100_20150317_002704	Vou pegar e trazer as ferramentas de escavação para evidência
QUEST_LV_0100_20150317_002705	Não vou realizar tal tarefa
QUEST_LV_0100_20150317_002706	Interferência do Necroventre
QUEST_LV_0100_20150317_002707	Derrotar Necroventre
QUEST_LV_0100_20150317_002708	$Comissão Inacabada (1)
QUEST_LV_0100_20150317_002709	Vou encontrar os artefatos
QUEST_LV_0100_20150317_002710	Diga a ele para procurar alguém mais forte
QUEST_LV_0100_20150317_002711	Sobre os monstros que comem pedras
QUEST_LV_0100_20150317_002712	{memo X}Olhando para as pedras/OLHAR_SENTAR/3/TRILHA_ANTERIOR/SSN_ODIO_REDOR
QUEST_LV_0100_20150317_002713	$Comissão Inacabada (2)
QUEST_LV_0100_20150317_002714	Vou ajudar a derrotar os monstros
QUEST_LV_0100_20150317_002715	O Pilar de Pedra Sob a Escadaria Alkune
QUEST_LV_0100_20150317_002716	{memo X}Investigando poste de pedra/OLHAR/2/TRILHA_ANTERIOR/SSN_ODIO_REDOR
QUEST_LV_0100_20150317_002717	{memo X}Aviso/O novo poste de pedra apareceu.{nl}Destrua o poste de pedra dentro do limite de tempo e receba os artefatos.#7
QUEST_LV_0100_20150317_002718	O Pilar de Pedra Sobre a Escadaria Alkune
QUEST_LV_0100_20150317_002719	{memo X}Aviso/monstros surgiram de repente! #7
QUEST_LV_0100_20150317_002720	{memo X}
QUEST_LV_0100_20150317_002721	O Pilar de Pedra no Vale da Ponte Sem Fim
QUEST_LV_0100_20150317_002722	{memo X}Aviso/de repente pareceu ser uma Sheena! #7
QUEST_LV_0100_20150317_002723	Mercenário de Comerciante
QUEST_LV_0100_20150317_002724	Diga que, se o encontrar, você dirá a ele para voltar ao acampamento
QUEST_LV_0100_20150317_002725	$Problemas de Lindt
QUEST_LV_0100_20150317_002726	Vou ajudar você a encontrar os suprimentos
QUEST_LV_0100_20150317_002727	Diga que você irá.
QUEST_LV_0100_20150317_002728	Analgésicos Eficientes
QUEST_LV_0100_20150317_002729	Vou obtê-los
QUEST_LV_0100_20150317_002730	Não tenho nada
QUEST_LV_0100_20150317_002731	Pronto para Voltar para Casa
QUEST_LV_0100_20150317_002732	Derrote monstros para Lindt
QUEST_LV_0100_20150317_002733	Descanse antes de ir
QUEST_LV_0100_20150317_002734	Informação sobre Saugas (1)
QUEST_LV_0100_20150317_002735	Então eu vou ajudar Eta
QUEST_LV_0100_20150317_002736	Isso é impossível
QUEST_LV_0100_20150317_002737	Informação sobre Saugas (2)
QUEST_LV_0100_20150317_002738	{memo X}Aviso/!/Veneno amplifica necessidade de estampido de madeira para aura de pedra! #8
QUEST_LV_0100_20150317_002739	Informação sobre Saugas (3)
QUEST_LV_0100_20150317_002740	Tentarei
QUEST_LV_0100_20150317_002741	Diga a ele para fazer isso sozinho
QUEST_LV_0100_20150317_002742	{memo X}
QUEST_LV_0100_20150317_002743	Informação sobre Saugas (4)
QUEST_LV_0100_20150317_002744	Diga a ele para instalá-lo novamente
QUEST_LV_0100_20150317_002745	Diga a ele para fazer isso sozinho
QUEST_LV_0100_20150317_002746	{memo X}
QUEST_LV_0100_20150317_002747	Encontre o Subalterno do Comandante de Suprimentos
QUEST_LV_0100_20150317_002748	Lacre da Família Real (4)
QUEST_LV_0100_20150317_002749	Vou romper o lacre do local divino
QUEST_LV_0100_20150317_002750	Sobre o lacre do Rei Zachariel
QUEST_LV_0100_20150317_002751	{memo X}Rompendo o lacre.../FAZENDO/4/TRILHA_ANTERIOR/Nenhuma
QUEST_LV_0100_20150317_002752	Investigando a Vila dos Mineradores (1)
QUEST_LV_0100_20150317_002753	Recupere os suprimentos de auxílio
QUEST_LV_0100_20150317_002754	Vou ajudar você a recuperar os suprimentos de auxílio
QUEST_LV_0100_20150317_002755	Dedicação do Gerente da Mina Brinker (1)
QUEST_LV_0100_20150317_002756	Vou coletar algumas pedras para isso
QUEST_LV_0100_20150317_002757	Melhor fugir logo
QUEST_LV_0100_20150317_002758	Dedicação do Gerente da Mina Brinker (2)
QUEST_LV_0100_20150317_002759	Vou derrotar os monstros ao redor
QUEST_LV_0100_20150317_002760	Preocupação da Senhora Curandeira (1)
QUEST_LV_0100_20150317_002761	Vou trazer os refugiados
QUEST_LV_0100_20150317_002762	{memo X}Descrição da localização da senhora curandeira/FALAR/2/TRILHA_ANTERIOR/Nenhuma
QUEST_LV_0100_20150317_002763	Preocupação da Senhora Curandeira (2)
QUEST_LV_0100_20150317_002764	Vou derrotar os monstros ameaçadores
QUEST_LV_0100_20150317_002765	Habitantes raptados (1) - Apagar
QUEST_LV_0100_20150317_002766	Vou salvar os habitantes da vila
QUEST_LV_0100_20150317_002767	Tire um tempo para pensar
QUEST_LV_0100_20150317_002768	Invasão dos Vubbes
QUEST_LV_0100_20150317_002769	Vou à base dos Vubbes e os derrotarei
QUEST_LV_0100_20150317_002770	Ignorar
QUEST_LV_0100_20150317_002771	Habitantes Raptados
QUEST_LV_0100_20150317_002772	{memo X}Livrando o grau de Tasman/MAKING/2/TRACK_AFTER/None
QUEST_LV_0100_20150317_002773	Baú do Tesouro Suspeito
QUEST_LV_0100_20150317_002774	Para as Minas
QUEST_LV_0100_20150317_002775	Tudo pronto para destruir as carroças
QUEST_LV_0100_20150317_002776	Ainda preciso me preparar
QUEST_LV_0100_20150317_002777	{memo X}Problemão
QUEST_LV_0100_20150317_002778	{memo X}Diga que você vai descobrir qual é a razão.
QUEST_LV_0100_20150317_002779	{memo X}Coceira Insuportável
QUEST_LV_0100_20150317_002780	{memo X}Diga que você vai capturar Grivas próximos
QUEST_LV_0100_20150317_002781	{memo X}Boa solução
QUEST_LV_0100_20150317_002782	{memo X}Diga que você vai coletar galho que possui poder divino
QUEST_LV_0100_20150317_002783	{memo X}Fragrância profunda
QUEST_LV_0100_20150317_002784	{memo X}Diga que você vai recuperar a Essência de Espíritos
QUEST_LV_0100_20150317_002785	{memo X}Chocar Sequoia
QUEST_LV_0100_20150317_002786	{memo X}Diga que você vai move a Sequoia para longe usando o galho
QUEST_LV_0100_20150317_002787	{memo X}Para o norte
QUEST_LV_0100_20150317_002788	{memo X}Diga que você vai até a Coruja Guia
QUEST_LV_0100_20150317_002789	{memo X}Preparando/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002790	{memo X}As esculturas que não aguentam mais
QUEST_LV_0100_20150317_002791	{memo X}Diga que você vai ajudar a derrotar Sequoia
QUEST_LV_0100_20150317_002792	{memo X}Consentimento dos Espíritos
QUEST_LV_0100_20150317_002793	{memo X}Diga que você coletará as Essências de Espíritos
QUEST_LV_0100_20150317_002794	{memo X}Deixando o aliado ir
QUEST_LV_0100_20150317_002795	{memo X}Diga que você vai persuadir a coruja furiosa
QUEST_LV_0100_20150317_002796	{memo X}Persuadindo/TALK/2.5/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002797	{memo X}Um ataque à Sequoia
QUEST_LV_0100_20150317_002798	{memo X}Diga que você vai usar o galho na Sequoia
QUEST_LV_0100_20150317_002799	{memo X}Perseguindo Sequoia
QUEST_LV_0100_20150317_002800	{memo X}Diga que você vai até a Escultura da Coruja Desesperada
QUEST_LV_0100_20150317_002801	{memo X}O erro da Sequoia
QUEST_LV_0100_20150317_002802	{memo X}Diga que você vai coletar galhos escurecidos
QUEST_LV_0100_20150317_002803	{memo X}Golpe contra Sequoia
QUEST_LV_0100_20150317_002804	{memo X}Diga que você vai cutucar Sequoia com o galho
QUEST_LV_0100_20150317_002805	{memo X}Destruir Sequoia
QUEST_LV_0100_20150317_002806	{memo X}Diga que você vai derrotar Sequoia
QUEST_LV_0100_20150317_002807	Guardião purificando dispositivo
QUEST_LV_0100_20150317_002808	Purifique o Guardião corrompido
QUEST_LV_0100_20150317_002809	Vou esperar um pouco
QUEST_LV_0100_20150317_002810	Destruindo o Dispositivo de Defesa
QUEST_LV_0100_20150317_002811	Destrua o corrompido que protege o dispositivo
QUEST_LV_0100_20150317_002812	Reciclando (1)
QUEST_LV_0100_20150317_002813	Vamos transportar esses Guardiões que esqueceram seu papel no Mausoléu Real
QUEST_LV_0100_20150317_002814	{memo X}Aviso/Sinto uma grande vibração.#4
QUEST_LV_0100_20150317_002815	Reciclando (2)
QUEST_LV_0100_20150317_002816	Vamos procurar por Achatador
QUEST_LV_0100_20150317_002817	Vamos deixar para depois
QUEST_LV_0100_20150317_002818	{memo X}Tomando controle da Rota de Suprimento (1)
QUEST_LV_0100_20150317_002819	{memo X}Diga que você vai ajudar derrotando monstros
QUEST_LV_0100_20150317_002820	{memo X}Tomando controle da Rota de Suprimento (2)
QUEST_LV_0100_20150317_002821	{memo X}Diga que você vai ajudar verificando o carrinho
QUEST_LV_0100_20150317_002822	{memo X}Tomando controle da Rota de Suprimento (3)
QUEST_LV_0100_20150317_002823	{memo X}Diga que você pode ajudar.
QUEST_LV_0100_20150317_002824	{memo X}Cinzas dos Ladrões (1)
QUEST_LV_0100_20150317_002825	{memo X}Diga que você pode ajudar suas tarefas
QUEST_LV_0100_20150317_002826	{memo X}Cinzas dos Ladrões (2)
QUEST_LV_0100_20150317_002827	{memo X}Diga que você vai coletar carnes de Tiquinho
QUEST_LV_0100_20150317_002828	{memo X}Cinzas dos Ladrões (3)
QUEST_LV_0100_20150317_002829	{memo X}Acalme-se e diga que você vai coletar jarros de poção vazios
QUEST_LV_0100_20150317_002830	{memo X}Cinzas dos Ladrões (4)
QUEST_LV_0100_20150317_002831	{memo X}Vou queimar a Bandeira Vubbe
QUEST_LV_0100_20150317_002832	{memo X}Do galho de fogo/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002833	Espírito Errante (4)
QUEST_LV_0100_20150317_002834	Julgamento do Escultor (1)
QUEST_LV_0100_20150317_002835	Diga que você derrotará monstros.
QUEST_LV_0100_20150317_002836	Julgamento do Escultor (2)
QUEST_LV_0100_20150317_002837	{memo X}De acordar/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002838	Julgamento do Escultor (3)
QUEST_LV_0100_20150317_002839	Julgamento do Escultor (4)
QUEST_LV_0100_20150317_002840	Julgamento do Escultor (5)
QUEST_LV_0100_20150317_002841	Indo para o sítio de teste
QUEST_LV_0100_20150317_002842	Julgamento do Escultor (6)
QUEST_LV_0100_20150317_002843	Julgamento do Escultor (7)
QUEST_LV_0100_20150317_002844	Para a Floresta Espinhosa
QUEST_LV_0100_20150317_002845	Abra a porta que leva à Floresta Espinhosa
QUEST_LV_0100_20150317_002846	{memo X}Chave durante instalação .../MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002847	Derrote o monstro bloqueando a estrada
QUEST_LV_0100_20150317_002848	Preocupação da Senhora Curandeira (3)
QUEST_LV_0100_20150317_002849	Ok, vou procurar de novo
QUEST_LV_0100_20150317_002850	Isso não aconteceria.
QUEST_LV_0100_20150317_002851	{memo X}Aviso/!/Derrote Chafer!
QUEST_LV_0100_20150317_002852	{memo X}Ataque de Cogucaria
QUEST_LV_0100_20150317_002853	{memo X}Aviso/!/Derrote Cogucaria!#8
QUEST_LV_0100_20150317_002854	Aprendendo Habilidades
QUEST_LV_0100_20150317_002855	Gostaria de aprender algumas habilidades
QUEST_LV_0100_20150317_002856	Me dê um tempo para pensar nisso
QUEST_LV_0100_20150317_002857	{memo X}Aperte a tecla para verificar habilidades. #7
QUEST_LV_0100_20150317_002858	Honra Negra (1)
QUEST_LV_0100_20150317_002859	Destrua o Guardião corrompido
QUEST_LV_0100_20150317_002860	Honra Negra (2)
QUEST_LV_0100_20150317_002861	Colete poder mágico concentrado
QUEST_LV_0100_20150317_002862	Honra Negra (3)
QUEST_LV_0100_20150317_002863	Destrua o Guardião corrompido
QUEST_LV_0100_20150317_002864	Contrato Vencido
QUEST_LV_0100_20150317_002865	Diga que você fará isso
QUEST_LV_0100_20150317_002866	Diga que você entregará diretamente a ele
QUEST_LV_0100_20150317_002867	Sistema de Proteção Arruinado
QUEST_LV_0100_20150317_002868	Conserte o Guardião quebrado do Mausoléu Real
QUEST_LV_0100_20150317_002869	$Visitante Indesejado da Floresta
QUEST_LV_0100_20150317_002870	É fácil
QUEST_LV_0100_20150317_002871	{memo X}Removendo/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002872	{memo X}Aviso/A Ferroada-Rainha apareceu depois de ter removido a colmeia.{nl}Derrote a Ferroada-Rainha!
QUEST_LV_0100_20150317_002873	Picadas Irritantes
QUEST_LV_0100_20150317_002874	Claro, vou derrotar ela
QUEST_LV_0100_20150317_002875	Bola de Gordura
QUEST_LV_0100_20150317_002876	É, vou coletar isso
QUEST_LV_0100_20150317_002877	{memo X}Nada dura para sempre
QUEST_LV_0100_20150317_002878	Vou voltar logo
QUEST_LV_0100_20150317_002879	Impossível
QUEST_LV_0100_20150317_002880	{memo X}Acendendo Fogo/SITGROPE/1/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002881	Contrato de Escravo
QUEST_LV_0100_20150317_002882	Aceite imediatamente
QUEST_LV_0100_20150317_002883	Emancipação
QUEST_LV_0100_20150317_002884	Confie nele mais uma vez
QUEST_LV_0100_20150317_002885	Não me enganarão de novo.
QUEST_LV_0100_20150317_002886	{memo X}Acendendo/SITGROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002887	Em Nome da Deusa!
QUEST_LV_0100_20150317_002888	Vou derrotar os demônios
QUEST_LV_0100_20150317_002889	Desculpe, mas não posso fazer isso sozinho
QUEST_LV_0100_20150317_002890	Obversão
QUEST_LV_0100_20150317_002891	Essa é uma opinião razoável
QUEST_LV_0100_20150317_002892	Afastados da Esperança
QUEST_LV_0100_20150317_002893	Vou perseguir imediatamente
QUEST_LV_0100_20150317_002894	Agora não
QUEST_LV_0100_20150317_002895	{memo X}Aviso/O 1o andar da Igreja da Doutrina foi bloqueado pelo poder de Gesti{nl}Encontre a saída para o 1o andar pelo 1o subsolo!
QUEST_LV_0100_20150317_002896	Herança de Ruklys
QUEST_LV_0100_20150317_002897	Vou restaurá-la
QUEST_LV_0100_20150317_002898	Espere um pouco
QUEST_LV_0100_20150317_002899	{memo X}Restaurando memorial/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002900	{memo X}Aviso/Você restaurou o memorial de Ruklys e obteve o legado de Ruklys.{nl}Você ganhou 1 ponto de atributo.
QUEST_LV_0100_20150317_002901	$Curiosidade Matou o Epigrafista
QUEST_LV_0100_20150317_002902	Vou ficar com você até o fim
QUEST_LV_0100_20150317_002903	A Entrada da Catedral (3)
QUEST_LV_0100_20150317_002904	{memo X}
QUEST_LV_0100_20150317_002905	Traços das Estrelas (6)
QUEST_LV_0100_20150317_002906	{memo X}Aviso/Você leu a lápide de Lydia Schaffen e ganhou iluminação.{nl}Você ganhou 1 ponto de atributo!
QUEST_LV_0100_20150317_002907	Ponta de Flecha Aquecida
QUEST_LV_0100_20150317_002908	Eu ajudo você.
QUEST_LV_0100_20150317_002909	Para o Laboratório
QUEST_LV_0100_20150317_002910	Termine você mesmo.
QUEST_LV_0100_20150317_002911	{memo X}Preparando sacrifício/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002912	Um Entidade Negra
QUEST_LV_0100_20150317_002913	$Missão Final (4)
QUEST_LV_0100_20150317_002914	{memo X}Começando conversa/FALAR/1/TRILHA_ANTERIOR/Nenhuma
QUEST_LV_0100_20150317_002915	Por que você está espreitando por aqui?
QUEST_LV_0100_20150317_002916	Mãos negras
QUEST_LV_0100_20150317_002917	Derrote Denótico
QUEST_LV_0100_20150317_002918	{memo X}Aviso/Túmulo está começando a tremer. #4
QUEST_LV_0100_20150317_002919	O Perigo do Colapso (1)
QUEST_LV_0100_20150317_002920	Vou encontrar o local que está entrando em colapso
QUEST_LV_0100_20150317_002921	{memo X}Aviso/Impeça os guardiões de destruir o Mausoléu.
QUEST_LV_0100_20150317_002922	O Perigo do Colapso (2)
QUEST_LV_0100_20150317_002923	O Perigo do Colapso (3)
QUEST_LV_0100_20150317_002924	{memo X}Melhor impedi-los de destruir o Mausoléu.
QUEST_LV_0100_20150317_002925	{memo X}Aviso/Impeça os guardiões de destruir o Mausoléu.
QUEST_LV_0100_20150317_002926	O Perigo do Colapso (4)
QUEST_LV_0100_20150317_002927	Melhor impedi-los de destruir o Mausoléu Real.
QUEST_LV_0100_20150317_002928	{memo X}Aviso/Parece que o túmulo vai se despedaçar em instantes. Impeça os guardiões de destruir isso #7
QUEST_LV_0100_20150317_002929	O Último Guardião
QUEST_LV_0100_20150317_002930	Eu vou evitar que o Mausoléu Real colapse.
QUEST_LV_0100_20150317_002931	O Jarro do Guardião (1)
QUEST_LV_0100_20150317_002932	Vou salvar a fonte de magia do Mausoléu Real
QUEST_LV_0100_20150317_002933	Agora não
QUEST_LV_0100_20150317_002934	O Jarro do Guardião (2)
QUEST_LV_0100_20150317_002935	Chegou a hora de derramar a fonte do poder maligno nos jarros
QUEST_LV_0100_20150317_002936	Agora não
QUEST_LV_0100_20150317_002937	{memo X}Aviso/Há um som de alguém gritando #5
QUEST_LV_0100_20150317_002938	O Jarro do Guardião (3)
QUEST_LV_0100_20150317_002939	Sim, vou me certificar de encher o jarro com a vontade do guardião
QUEST_LV_0100_20150317_002940	{memo X}Instalando jarro/MAKING/2.5/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002941	O Jarro do Guardião (4)
QUEST_LV_0100_20150317_002942	{memo X}Passando o jarro dos espíritos/MAKING/2.5/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002943	$O Rei dos Grandes Humanos
QUEST_LV_0100_20150317_002944	{memo X}Aviso/O portal para a entrada do Mausoléu está aberto! #5
QUEST_LV_0100_20150317_002945	Acenda o Fogo (1)
QUEST_LV_0100_20150317_002946	Vamos acender a lanterna de pedra
QUEST_LV_0100_20150317_002947	{memo X}Carregando poder/ MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002948	{memo X}Acenda o Fogo (2)
QUEST_LV_0100_20150317_002949	$Liberação da Magia (1)
QUEST_LV_0100_20150317_002950	Vamos recolher as pedras ativas
QUEST_LV_0100_20150317_002951	$Liberação da Magia (2)
QUEST_LV_0100_20150317_002952	Destrua o poder maligno supressor do Mausoléu
QUEST_LV_0100_20150317_002953	$Liberação da Magia (3)
QUEST_LV_0100_20150317_002954	Destrua o último supressor
QUEST_LV_0100_20150317_002955	$Lugar Escondido (1)
QUEST_LV_0100_20150317_002956	Vamos reunir a força dos guardiões e encontrar o tesouro oculto
QUEST_LV_0100_20150317_002957	Isso não me interessa
QUEST_LV_0100_20150317_002958	{memo X}Aviso/O guardião real do feitiço abriu sua boca. #7
QUEST_LV_0100_20150317_002959	$Lugar Escondido (2)
QUEST_LV_0100_20150317_002960	Encontre o tesouro
QUEST_LV_0100_20150317_002961	Cancele
QUEST_LV_0100_20150317_002962	$Emergência (1)
QUEST_LV_0100_20150317_002963	Vou recolher a magia
QUEST_LV_0100_20150317_002964	$Emergência (2)
QUEST_LV_0100_20150317_002965	Vamos acender as lanternas de pedra do Mausoléu Real
QUEST_LV_0100_20150317_002966	{memo X}Acendendo/ MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002967	$Emergência (3)
QUEST_LV_0100_20150317_002968	Vou guardar o receptáculo mágico
QUEST_LV_0100_20150317_002969	Evite a Corrupção
QUEST_LV_0100_20150317_002970	Encontre os núcleos corrompidos e remova-os
QUEST_LV_0100_20150317_002971	$Lanterna Corrompida (1)
QUEST_LV_0100_20150317_002972	Destrua as lanternas corrompidas
QUEST_LV_0100_20150317_002973	{memo X}Verifique a lanterna de pedra /LOOK/1.5/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002974	{memo X}Aviso/Destrua as lanternas de pedra corrompidas!
QUEST_LV_0100_20150317_002975	$Lanterna Corrompida (2)
QUEST_LV_0100_20150317_002976	{memo X}Aviso/Essas não são as únicas lanternas corrompidas. {nl} Encontre e destrua outras lanternas corrompidas. #5
