QUEST_LV_0100_20150317_000001	Sentinela
QUEST_LV_0100_20150317_002280	Meu marido e eu passamos aqui para rezar toda vez que vimos de Klaipeda. {nl} Eu sei que a Deusa nos protegeu durante Medzio Diena, mas espero que ela escute pelo menos um dos meus desejos.
QUEST_LV_0100_20150317_002281	Nem pense em ir até a Great Cathedral.{nl}Além dos perigos devido à deterioração...
QUEST_LV_0100_20150317_002282	Sim. Se quiser ir à Great Cathedral, você precisa passar pela Pilgrim's Way.{nl}Ah, bem... os espíritos dos Peregrinos falecidos permanecem lá. Eles provavelmente atacam os viajantes.
QUEST_LV_0100_20150317_002283	Vubbe Tokens, Panto Horns, Merog Hearts e Hogma Teeth. {nl}É um monte de coisas!{nl}
QUEST_LV_0100_20150317_002284	O espólio que você obteve não é motivo para contar vantagem.{nl}Que tal fazer uma aposta?
QUEST_LV_0100_20150317_002285	Eu dira que os monstros na Owl Burial Ground seriam quase a mesma aposta que você.{nl}O que acha?
QUEST_LV_0100_20150317_002286	Haha, perdi.{nl}Você é tão incrível quanto haviam dito. Aqui está sua recompensa, como prometido.
QUEST_LV_0100_20150317_002287	Já tive de enterrar um Revelador no passado.{nl}Ele foi um fardo para a Deusa e colocava fé demais em suas habilidades.
QUEST_LV_0100_20150317_002288	É assustador pensar que uma gafe dessas pudesse acontecer.{nl}Nem sei se vou ter de enterrar outro Revelador no futuro... E isso inclui você.
QUEST_LV_0100_20150317_002289	Você tem orgulho suficiente de suas habilidades para falar comigo enquanto esperamos?
QUEST_LV_0100_20150317_002290	Se uma pessoa se torna um punhado de pó depois de sua morte, imagine como ele será tratado.{nl}O pó que uma vez conquistou esse mundo...
QUEST_LV_0100_20150317_002291	Sim. Você conseguiu não ser como eu. Sim...
QUEST_LV_0100_20150317_002292	Sem a benção da Deusa, você deve estar perto dela.{nl}Mas muitas pessoas não podem mais fazer isso.{nl}
QUEST_LV_0100_20150317_002293	O Chapparition em Remaining Tree Dale já tirou muitas vidas.{nl}Livre-se daquela abominação em nome das Deusas.
QUEST_LV_0100_20150317_002294	Não podemos reviver as pessoas mortas por Chapparitions.{nl}Sinto muito, mas não há nada que possamos fazer.
QUEST_LV_0100_20150317_002295	Espírito Inocente
QUEST_LV_0100_20150317_002296	Não se surpreenda. {nl} Há algo que você dá antes de retornar à Deusa. {nl}
QUEST_LV_0100_20150317_002297	Quero pedir desculpas à minha irmã que deixou a casa por minha causa, mas agora nem isso posso fazer. {nl} Você pode encontrar minha irmã e lhe dar esse colar por mim?
QUEST_LV_0100_20150317_002298	Meu irmão pediu a você para me entregar esse colar? {nl} Onde está o meu irmão?
QUEST_LV_0100_20150317_002299	Soldado Inocente
QUEST_LV_0100_20150317_002300	Não reconheço você. Derrote todos os monstros ao redor por mim.{nl}Por algum motivo, não posso me mexer.
QUEST_LV_0100_20150317_002301	Agora posso voltar para minha cidade natal.{nl}Dê o melhor de si, iniciante...
QUEST_LV_0100_20150317_002302	Entregador
QUEST_LV_0100_20150317_002303	Como? Esse não é o Ripper? {nl}Mas já que viu meu rosto, logo você receberá uma maldição mortal. {nl}
QUEST_LV_0100_20150317_002304	Espera um pouco. Não. Não. {nl} Entregue essa carta e eu deixo passar. {nl} Só precisa entregar ao Ripper, o guarda de Fedimian. Não leia o que está escrito na carta.
QUEST_LV_0100_20150317_002305	Carta de quem? O que é isso...? {nl}
QUEST_LV_0100_20150317_002306	Maldição? Entendi, entendi!{nl} Vou dar a você esse dinheiro, então diga a ele para não amaldiçoar!
QUEST_LV_0100_20150317_002307	Hehe. Coitado. Ele não verá a luz tão cedo. {nl} Seja na prisão ou no caixão, só ele saberá. {nl} Sinto muito pelos soldados mortos.
QUEST_LV_0100_20150317_002308	Ah, agradeço muito por antes. {nl}Meu ferimento está sarando e já posso me mexer. {nl}
QUEST_LV_0100_20150317_002309	Mas, er, tô com muita fome e não tenho energia para voltar para o chefe. Se {nl} Se você tiver algo para comer, pode me dar um pouco?
QUEST_LV_0100_20150317_002310	Ah, muito obrigado! {nl} Vou comer isso para me recuperar e voltar ao comandante, com certeza.
QUEST_LV_0100_20150317_002311	Pintinhos... Me lembram de Sparnas.{nl}Não quero ver ele nem em sonho.
QUEST_LV_0100_20150317_002312	Hm, tá. Tenho acessórios que se encaixariam nisso.{nl}Eu não preciso mais deles, então eu queria dar isso a você, se puder cuidar dos monstros aqui em volta.
QUEST_LV_0100_20150317_002313	Ainda não?{nl}Vão caber direitinho em você.
QUEST_LV_0100_20150317_002314	Sim. Muito bem.{nl}Aqui, para você. É um presente, como prometido.{nl}
QUEST_LV_0100_20150317_002315	Não subestime isso. Era um animal forte nas velhas histórias.{nl}Em alguns lugares, alguém se torna inimigo de todas as outras pessoas só de tocar nesse animal.
QUEST_LV_0100_20150317_002316	Desculpe, mas você poderia queimar este poema fúnebre na frente do epitáfio em Dense Mist Plateau?{nl}Eu diria que você é o mais indicado para acalmar {nl}os espíritos , já que você explorou esta região por completo.
QUEST_LV_0100_20150317_002317	A área do cânion é como um túmulo para muitos exploradores e historiadores. {nl} E nós estudamos para encontrar mais história fatual em seus túmulos.
QUEST_LV_0100_20150317_002318	Obrigado. {nl} O meio acadêmico não se esquecerá dele.
QUEST_LV_0100_20150317_002319	O Revelador que disse tais coisas descansam aqui.{nl}Se você sobreviver depois de enfrentar os monstros ao redor por 2 minutos, eu vou poder mudar de ideia.
QUEST_LV_0100_20150317_002320	Da próxima vez, cuidado ao usar utilidades públicas. {nl} Bem, tudo acabou - e pelo visto você tem um poder enorme.
QUEST_LV_0100_20150317_002321	Ah... Algo absurdo assim me deixa sem palavras toda vez que a vejo. {nl} Era tão frágil assim...?
QUEST_LV_0100_20150317_002322	Isso não é bom.{nl}Talvez seja necessário evacuar esse local.
QUEST_LV_0100_20150317_002323	Enfrente todos os monstros possíveis em Owl Burial Ground antes de retornar.{nl}Que tal 40? Aposto que você não consegue.
QUEST_LV_0100_20150317_002324	Rezo por aquele monstro.{nl}Se houver espíritos que possam escutar minha prece...
QUEST_LV_0100_20150317_002325	Infelizmente... Não sei onde meu irmão está. {nl} Ele provavelmente não faz ideia de onde estou também.
QUEST_LV_0100_20150317_002326	Não posso sair daqui a não ser que complete a missão...
QUEST_LV_0100_20150317_002327	Ele é tão burro. {nl} Ele poderia ter dado antes de boa vontade, em vez de irritar um ao outro. {nl} Hmm. Talvez eu tenha me menosprezado demais.
QUEST_LV_0100_20150317_002328	Não finja como se você ainda me conhecesse! {nl} Não foi minha culpa. É aquele que é malvado!
QUEST_LV_0100_20150317_002329	Já chegamos? {nl} Acho que precisamos comer algo para recuperar nossas forças.
QUEST_LV_0100_20150317_002330	Francamente, tenho medo de onde o mundo vai parar.
QUEST_LV_0100_20150317_002331	Cyrenia Odell
QUEST_LV_0100_20150317_002332	Hmm... que lugar é esse?{nl}E Rexipher? Onde está ele?
QUEST_LV_0100_20150317_002333	Oh? A mulher. Tinha esquecido.{nl}Vou soltá-la, como prometido. Tente mantê-la viva.
QUEST_LV_0100_20150317_002334	Sinceridade é nossa força. {nl} Não haverá problemas se você acreditar sinceramente e seguir a Deusa.
QUEST_LV_0100_20150317_002335	Minha garganta dói... Acho que ficar presa machucou a minha garganta. {nl} Queria saber daquela garota que estava conosco. Onde ela foi?
QUEST_LV_0100_20150317_002336	Você não é o Revelador que nos salvou da última vez? {nl} Ficamos mais que felizes de ver você daquela vez.
QUEST_LV_0100_20150317_002337	A Deusa deve ter enviado você.{nl}Senão... nós já estaríamos... Nem quero pensar nisso.
QUEST_LV_0100_20150317_002338	Ficar preso foi horrível. {nl} Os Vubbes vinham e cheiravam a gente... {nl} e nos forçavam a cavar aqui usando picaretas...
QUEST_LV_0100_20150317_002339	Rexipher... Ele era mesmo um demônio?
QUEST_LV_0100_20150317_002340	Você nos salvou. Somos muito gratos. {nl} Mas tenho uma pergunta.
QUEST_LV_0100_20150317_002341	Magia de cura. {nl} Pessoas normais conseguem usá-la com facilidade?
QUEST_LV_0100_20150317_002342	Ok, mas escute a minha história. {nl} Quando fui levado à mina, machuquei meu joelho. {nl}
QUEST_LV_0100_20150317_002343	Mas uma garota tocou meu joelho e dor se foi. {nl} Até o ferimento desapareceu. {nl}
QUEST_LV_0100_20150317_002344	Estranho, né? Fiz um anel de flor para dar de presente a ela. {nl} Mas não sei onde ela foi.
QUEST_LV_0100_20150317_002345	Bom trabalho.{nl}Eu vou levar a Jewel of Prominence.
QUEST_LV_0100_20150317_002346	Saco Estranho
QUEST_LV_0100_20150317_002347	Encontrei uma carta no saco
QUEST_LV_0100_20150317_002348	A carta no saco
QUEST_LV_0100_20150317_002349	Para: Drasius{nl}Endereço: Virdului Mountain Cabin{nl}Estou enviando a cabeça da Long-Branched Tree que você pediu.
QUEST_LV_0100_20150317_002350	400 anos teriam se passado até que essa Revelação chegasse a você. {nl} Agradeço de antemão por seu contínuo esforço em encontrar essa Revelação. {nl}
QUEST_LV_0100_20150317_002351	Já que tenho certeza de que os demônios perseguirão a Revelação, vou deixar essa Revelação nas mãos de Rimgaudas, o primeiro Paladin. {nl}Se você encontrar essa Revelação, quer dizer que ele fez um excelente trabalho e completou a missão. {nl}
QUEST_LV_0100_20150317_002352	Os demônios estavam atrás dessa Revelação antes mesmo que eu a fizesse. {nl} Gesti, a líder dos demônios que você conheceu, é uma deles. {nl}
QUEST_LV_0100_20150317_002353	Há dois Demon Kings e uma Demon Queen com muitos Demon Lords para servi-los.{nl}Giltine é quem rege todos eles.{nl}
QUEST_LV_0100_20150317_002354	Todas essas catástrofes são parte do plano dela. {nl} Os desastres continuarão e o fim será a extinção da raça humana. {nl}
QUEST_LV_0100_20150317_002355	Sou uma existência fatal para eles, como posso observar. {nl}É por isso que Giltine tentará me devolver às águas do mundo. {nl}
QUEST_LV_0100_20150317_002356	Além disso, eles estenderão seus poderes malignos às Deusas que forem contra a sua vontade. {nl}
QUEST_LV_0100_20150317_002357	Mas desastres estão acontecendo, exatamente como esperava. {nl}E isso quer dizer que a esperança que vi mais ao longe também virá, certamente. {nl}
QUEST_LV_0100_20150317_002358	Caro Salvador, nossa irmã Saule está perdendo sua luz. {nl} Encontre-a no fim da luz do vale colorido e você será guiado à nossa próxima Revelação.
QUEST_LV_0100_20150317_002359	Revelação de Crystal Mine
QUEST_LV_0100_20150317_002360	Caro Salvador, {nl} para que eu possa recuperar minha aparência plena e impedir os demônios, {nl} você deve encontrar todas as revelações ocultas nos eixos de todos os tempos. {nl}
QUEST_LV_0100_20150317_002361	Mas só eu e você podemos salvar o mundo. {nl} Vou esperar por você nos jardins elevados.
QUEST_LV_0100_20150317_002362	Revelação de Tenet Church
QUEST_LV_0100_20150317_002363	Revelação de Kvailas Forest
QUEST_LV_0100_20150317_002364	Revelação do Royal Mausoleum
QUEST_LV_0100_20150317_002365	[Tutorial] Fale com Cavaleiro Titas (1)
QUEST_LV_0100_20150317_002366	Voltar ao Cavaleiro Titas
QUEST_LV_0100_20150317_002367	[Tutorial] Fale com Cavaleiro Titas (2)
QUEST_LV_0100_20150317_002368	Oferecer ajuda para reunir soldados
QUEST_LV_0100_20150317_002369	Recusar
QUEST_LV_0100_20150317_002370	Falar com Sentinela (1)
QUEST_LV_0100_20150317_002371	Só estou aqui para avisar as tropas para se reunirem
QUEST_LV_0100_20150317_002372	Fugir às pressas
QUEST_LV_0100_20150317_002373	Falar com Sentinela (2)
QUEST_LV_0100_20150317_002374	Vou encontrar seus pertences desaparecidos
QUEST_LV_0100_20150317_002375	Vou aguardar até você encontrar
QUEST_LV_0100_20150317_002376	Tecla para chegar o mapa#7
QUEST_LV_0100_20150317_002377	Fale com Cavaleiro Titas (3)
QUEST_LV_0100_20150317_002378	Certo
QUEST_LV_0100_20150317_002379	Cancelar
QUEST_LV_0100_20150317_002380	Falar com o Sentinela
QUEST_LV_0100_20150317_002381	Há uma ordem para se reunir
QUEST_LV_0100_20150317_002382	Nada. Esquece
QUEST_LV_0100_20150317_002383	Aviso/!/Pule para desviar dos ataques do Large Kepa!
QUEST_LV_0100_20150317_002384	Favor para Laimonas
QUEST_LV_0100_20150317_002385	O que acontecerá agora?
QUEST_LV_0100_20150317_002386	Não tenho interesse
QUEST_LV_0100_20150317_002387	Sobre as Estátuas das Deusas
QUEST_LV_0100_20150317_002388	A Estrada para Klaipeda (1)
QUEST_LV_0100_20150317_002389	Claro, posso fazer isso
QUEST_LV_0100_20150317_002390	A Estrada para Klaipeda (2)
QUEST_LV_0100_20150317_002391	Vou emprestar a você minha força
QUEST_LV_0100_20150317_002392	Entrar em Klaipeda
QUEST_LV_0100_20150317_002393	Falar com Comandante de Batalha (1)
QUEST_LV_0100_20150317_002394	Vou ajudar em suas missões
QUEST_LV_0100_20150317_002395	Vou esperar, então
QUEST_LV_0100_20150317_002396	Sobre os monstros
QUEST_LV_0100_20150317_002397	Falar com Comandante de Batalha (2)
QUEST_LV_0100_20150317_002398	Aceitar
QUEST_LV_0100_20150317_002399	O Começo dos Problemas
QUEST_LV_0100_20150317_002400	Vou tentar procurar por eles
QUEST_LV_0100_20150317_002401	Eles devem voltar logo
QUEST_LV_0100_20150317_002402	Algo Estranho
QUEST_LV_0100_20150317_002403	Eu vou olhar para você
QUEST_LV_0100_20150317_002404	O Sonho de Revelação do Bispo
QUEST_LV_0100_20150317_002405	Cheguei com a Revelação
QUEST_LV_0100_20150317_002406	Crise no Acampamento
QUEST_LV_0100_20150317_002407	Não vi nada assim
QUEST_LV_0100_20150317_002408	Não é meu problema, na verdade
QUEST_LV_0100_20150317_002409	Ameaças em East Siauliai Woods
QUEST_LV_0100_20150317_002410	Enfatizar que é importante
QUEST_LV_0100_20150317_002411	Vou esperar até o problema ser resolvido
QUEST_LV_0100_20150317_002412	Sobre a Miners' Village
QUEST_LV_0100_20150317_002413	Favor para o Sentinela (1)
QUEST_LV_0100_20150317_002414	Vou derrotar o Chupacabra
QUEST_LV_0100_20150317_002415	Você deveria cuidar disso
QUEST_LV_0100_20150317_002416	O papel das Tropas de Aras
QUEST_LV_0100_20150317_002417	Favor para o Sentinela (2)
QUEST_LV_0100_20150317_002418	Eu vou recuperar o acampamento de suprimentos
QUEST_LV_0100_20150317_002419	Fora do Planejado (3)
QUEST_LV_0100_20150317_002420	Vou derrotar os Large Gray Chupacabras
QUEST_LV_0100_20150317_002421	Fora do Planejado (4)
QUEST_LV_0100_20150317_002422	Vou derrotar Weavers
QUEST_LV_0100_20150317_002423	Comitiva de Aras (1)
QUEST_LV_0100_20150317_002424	Vou procurar pistas nos Popolions
QUEST_LV_0100_20150317_002425	Vou fazer isso mais tarde
QUEST_LV_0100_20150317_002426	Comitiva de Aras (2)
QUEST_LV_0100_20150317_002427	Vou dar uma olhada
QUEST_LV_0100_20150317_002428	Acho que você deveria cuidar disso pessoalmente
QUEST_LV_0100_20150317_002429	Sobre os Vubbes
QUEST_LV_0100_20150317_002430	Comitiva de Aras (3)
QUEST_LV_0100_20150317_002431	Vou encontrar rastros do Vubbe Fighter
QUEST_LV_0100_20150317_002432	Favor do Soldado de Suprimentos (1)
QUEST_LV_0100_20150317_002433	Ajudarei você a obter Weaver Claws
QUEST_LV_0100_20150317_002434	Favor do Soldado de Suprimentos (2)
QUEST_LV_0100_20150317_002435	Vou cuidar dos Pokubus
QUEST_LV_0100_20150317_002436	Deixe-me derrotar o Vubbe Fighter em vez de esperar
QUEST_LV_0100_20150317_002437	Vou esperar pelos reforços
QUEST_LV_0100_20150317_002438	Entrar em Miners' Village
QUEST_LV_0100_20150317_002439	Pedir acesso à Miners' Village como prometido
QUEST_LV_0100_20150317_002440	Dê algum tempo para eu me preparar
QUEST_LV_0100_20150317_002441	Resgatar os Habitantes
QUEST_LV_0100_20150317_002442	Vou encontrar os habitantes primeiro
QUEST_LV_0100_20150317_002443	Sair
QUEST_LV_0100_20150317_002444	Sobre a Closed Area
QUEST_LV_0100_20150317_002445	Ataque do Netherbovine
QUEST_LV_0100_20150317_002446	De olhar para/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002447	Demônios da Closed Area
QUEST_LV_0100_20150317_002448	Buscando ao redor/ LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002449	Amigo do Construtor Pipoti
