UI_20150317_000001		{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}Lista de Atributos {/}
UI_20150714_001554	{@st66b}Itens Vendidos: ×%s/Itens Não Vendidos: ×%s{/}
UI_20150714_001555	{@st41b}Registro da Negociação
UI_20150714_001556	{@st41b}Remover Acampamento
UI_20150714_001557	Card Battles
UI_20150714_001558	{@st64}%s Vitória(s) {/}
UI_20150714_001559	Selecionar Cartão
UI_20150714_001560	Índice de Aventura:{#ffff00} %s{/} ({#ffff00}classificação #%s{/})
UI_20150714_001561	{@st66b}Curtir!
UI_20150714_001562	Eu curto esse jogador {#ffff00}%s{/}
UI_20150714_001563	{@st41b}Remover Mesa de Refeição
UI_20150714_001564	{@st42}Minha Habilidade de Invocação
UI_20150714_001565	{@st42}Atributo
UI_20150714_001566	{@st42}Local Atual: %s{/}
UI_20150714_001567	{@st59b}Equipamento {nl}{@st59s} - Penteado/Traje: Equipamento para mudar a aparência dos personagens. {nl} - Arma: Armas de uma ou duas mãos {nl} (pode usar sub-arma/escudo com arma de uma mão) {nl} - Armadura: Topo, Calças, Luvas, Calçados. {nl} - Acessórios: 1 Colar e 2 Braceletes. {nl} {/}
UI_20150714_001568	{@st43}Abrir %s Loja {/}
UI_20150714_001569	{@st41b}Lapidação{/}
UI_20150714_001570	{@st66}Selecionar Tudo
UI_20150714_001571	{@st43}Criar Flecha{/}
UI_20150714_001572	{@st59}Fechar IU{/}
UI_20150714_001573	{@st66b}Selecionar{/}
UI_20150714_001574	{@st66b}Deixar Auxiliar (Requer %s TP){/}
UI_20150714_001575	Custo de Soquete Adicional : {#000000}%s{/} {nl}Custo de extração de gemas : {#000000}%s{/}
UI_20150714_001576	{ds}Nível Recomendado: %s
UI_20150714_001577	Explorado: 50%
UI_20150714_001578	{@st45tw}[%s% explorado]{/}
UI_20150714_001579	>>Mostra Mais Info...
UI_20150714_001580	%s (Classificação %s)
UI_20150714_001581	Nome de Serviço
UI_20150714_001582	{@st41b}Convidar
UI_20150714_001583	{@st41}Se deseja usar um controle ou o mouse para controlar o personagem, você pode mudar as configurações no menu sistema.{nl}
UI_20150714_001584	Quando um personagem compatível com os critérios do seu grupo for encontrado, {nl}será exibida a mensagem [Compatível com Grupo!].{nl}Você também será recomendado para outros grupos.
UI_20150714_001585	{@st42}Estilo de Jogo{/}
UI_20150714_001586	{@st42}Diferença de Nível{/}
UI_20150714_001587	Qualquer
UI_20150714_001588	{@st42}Tipo de Classe{/}
UI_20150714_001589	{@st42}Nome do Grupo: %s{/}
UI_20150714_001590	{@st42}Descrição{/}
UI_20150714_001591	{@st42}Entrar{/}
UI_20150714_001592	{@st42}Prioridade de Item
UI_20150714_001593	{@st42}Prioridade de EXP
UI_20150714_001594	EXP Individual 
UI_20150714_001595	EXP Equivalente
UI_20150714_001596	Por Nível
UI_20150714_001597	{@st42}Quest Compartilhada
UI_20150714_001598	Desativada
UI_20150714_001599	{@st42}Grupo Público{/}
UI_20150714_001600	Nível
UI_20150714_001601	{@st42}Usar 'Grupo Recomendado'{/}
UI_20150714_001602	Por Distância
UI_20150714_001603	Por Classe
UI_20150714_001604	Por Nível
UI_20150714_001605	Por Quest
UI_20150714_001606	Por Proximidade
UI_20150714_001607	{@st42}Link de Convite de Grupo
UI_20150714_001608	>>Visualização do Grupo...
UI_20150714_001609	Nome do Grupo: %s
UI_20150714_001610	Descrição do Grupo: %s
UI_20150714_001611	Criado: %s atrás
UI_20150714_001612	Integrantes: %s/5
UI_20150714_001613	Participar
UI_20150714_001614	{@st59}Procurar por Nome ou Descrição do Grupo{/}
UI_20150714_001615	Detalhes de Ajuda Simples
UI_20150714_001616	{@st43}Caixa de Mensagem
UI_20150714_001617	{@st41b}Todos
UI_20150714_001618	{@st41b}Mensagens N/Lidas
UI_20150714_001619	{@st43}{s22}Escolha um char pra receber os itens.{/}
UI_20150714_001620	{@st41b}Enhance
UI_20150714_001621	{@st66}Items requiring a repair
UI_20150714_001622	{@st43}Simoni
UI_20150714_001623	{@st59}Aumentar skills{/}
UI_20150714_001624	{@st59}Fechar{/}
UI_20150714_001625	{@st43}Habilidades e Atributos{/}
UI_20150714_001626	Pontos de Atributos Restantes {nl}{@st46}%s
UI_20150714_001627	Curtidas Recebidas: %s
UI_20150714_001628	{@st66b}Show Gained EXP{/}
UI_20150714_001629	{@st66b}Mostrar nome do Char{/}
UI_20150714_001630	{@st66b}Mostrar só nome do Time{/}
UI_20150714_001631	{@st66b}Mostrar nome dos players{/}
UI_20150714_001632	{@st66b}Auto{/}
UI_20150714_001633	{@st66b}Controle{/}
UI_20150714_001634	{@st66b}Teclado{/}
UI_20150714_001635	{@st66b}Mouse
UI_20150714_001636	{@st66b}Tela Cheia{/}
UI_20150714_001637	{@st66b}Modo Janela{/}
UI_20150714_001638	{@st66b}Efeitos Sonoros (%s){/}
UI_20150714_001639	{@st66b}Música de Fundo (%s){/}
UI_20150714_001640	{@st66b}Volume (%s){/}
UI_20150714_001641	{@st66b}Modo Mínimo{/}
UI_20150714_001642	{@st66b}Automático{/}
UI_20150714_001643	{@st66b}Não usar{/}
UI_20150714_001644	{@st66b}Aplicar Florescência{/}
UI_20150714_001645	{@st66b}Aplicar Vinheta{/}
UI_20150714_001646	{@st66b}Aplicar FXAA{/}
UI_20150714_001647	{@st66b}Aplicar Brilho{/}
UI_20150714_001648	{@st66b}Aplicar Intensidade{/}
UI_20150714_001649	{@st66b}Aplicar Suavidade{/}
UI_20150714_001650	{@st66b}Aplicar Alta Textura{/}
UI_20150714_001651	{@st66b}Ativar Sinc. Vertical{/}
UI_20150714_001652	{@st66b}Desativar Sinc. Vertical{/}
UI_20150714_001653	{@st66b} %s Guardar e pegar itens do Depósito consome prata.{/}
UI_20150714_001654	%s me curte
UI_20150714_001655	{@st41}Espectador
UI_20150714_001656	{@st66b}Sair do Modo Espectador
UI_20150714_001657	Encontrou um jogo. Você quer participar?
UI_20150714_001658	{@st41}Participar
UI_20150714_001659	{@st41}Recusar
UI_20150714_001660	Fim de Jogo
UI_20150714_001661	Mortes
UI_20150714_001662	Dano
UI_20150714_001663	{@st41}Return to Zone
UI_20150714_001664	{@st41b}Retornando em %s segundos...{/}
UI_20150714_001665	{@st59}Abrir a Caixa de mensagem{/}
UI_20150714_001666	{@st42}Mudar Lodge{/}
UI_20150714_001667	{@st42}Configurações do Lodge{/}
UI_20150714_001668	{@st65}%s Score{/}
UI_20150714_001669	{@st65}×%s{/}
UI_20150714_001670	{@st65}%sPontuação{/}
UI_20150714_001671	{@st65}×%s{/}
UI_20150714_001672	Descrição da Imagem
UI_20150714_001673	{#000000}%s segundos
UI_20150714_001674	{#000000}%s em uso
UI_20150714_001675	Nome do Grupo: {#2c140c}%s{/}
UI_20150714_001676	Descrição: {#2c140c}%s{/}
UI_20150714_001677	Média de Nível do Grupo: {#2c140c}%s{/}
UI_20150714_001678	Procurando: {#2c140c}%s{/}
UI_20150714_001679	Quest Compartilhada: {#2c140c}%s{/}
UI_20150714_001680	Prioridade de EXP: {#2c140c}%s{/}
UI_20150714_001681	Prioridade de Item: {#2c140c}%s{/}
UI_20150714_001682	Você se divertiu com esse grupo?
UI_20150714_001683	{@st42} obteve %s por %s
UI_20150714_001684	{@st42} melhorou %s por %s
UI_20150714_001685	Anotação: %s
UI_20150714_001686	{@st59}Adicionar o material a esses espaços de item.{/}
UI_20150714_001687	{@st66b}Preço: %s{/}
UI_20150714_001688	Saudação de Personagem
UI_20150714_001689	Loja de Compra
UI_20150714_001690	×%s
UI_20150714_001691	{@41b}Critério
UI_20150714_001692	{@st41}Excluir
UI_20150714_001693	{@st41}Atualizar
UI_20150717_001694	{#ffff00}%s{/} jogadores curtem esse jogador
UI_20150717_001695	{@st41b}{s56}Esse jogo é {#0066FF}
UI_20150717_001696	Classificação T.
UI_20150717_001697	{s40} {nl}Jogar por longos períodos de tempo pode prejudicar a sua saúde.{/}
UI_20150717_001698	{@st66b}Entrar
UI_20150717_001699	{@st42}Info. da Invocação
UI_20150717_001700	Seu movimento diminui quando você não tem STA suficiente{@st59}{/}
UI_20150717_001701	{@st59}Organiza o seu Inventário{/}
UI_20150717_001702	Sort
UI_20150717_001703	{@st59}Fechar{/}
UI_20150717_001704	{@st59}Fechar{/}
UI_20150717_001705	Mouse Tutorial
UI_20150717_001706	{@st59}Fechar{/}
UI_20150717_001707	Ataque : %s
UI_20150717_001708	Defesa : %s
UI_20150717_001709	STR : %s
UI_20150717_001710	CON : %s
UI_20150717_001711	INT : %s
UI_20150717_001712	DEX : %s
UI_20150717_001713	SPR : %s
UI_20150717_001714	{@st42b}Swordsman types can dash by pressing the arrow key twice.{/}
UI_20150717_001715	{@st42}Nome e Descrição do Grupo{/}
UI_20150717_001716	{@st42}Inserir Tag de Convite de Grupo
UI_20150717_001717	{@st41b}Lista de Grupo Público{/}
UI_20150717_001718	{@st41b}Lista de Personagem Recomendada{/}
UI_20150717_001719	{@st41b}Receber Recomendação
UI_20150717_001720	Apenas pode ser usado pelos líderes de grupo.
UI_20150717_001721	Você deve usar a função Recomendação de Integrante de Grupo.
UI_20150717_001722	{@st66b}Nome da Classe da Quest{/}
UI_20150717_001723	{@st59b}Loja{nl}{@st59s} - Use Shift + Clicar com o botão direito e digite uma quantidade para comprar/vender vários itens{nl} - Clique duas vezes com o botão direito para vender todos os itens{/}
UI_20150717_001724	{@st59}Info. do Mouse{/}
UI_20150717_001725	{@st66b}Ordenar
UI_20150717_001726	{@st59}Organiza seus itens.{/}
UI_20150717_001727	{@st59}Equipar armas desse espaço{nl}Pressione Alt+Z para trocar de arma{/}
UI_20150717_001728	Assistir outro personagem
UI_20150717_001729	{@st41}Campo de Batalha
UI_20150717_001730	Resultados
UI_20150717_001731	{@st41}Mover Agora
UI_20150717_001732	{@st41b}             Um nome de Time representa todos os seus personagens.{nl}                É o nome pelo qual você será conhecido no jogo.{nl}                  (Alterar seu nome de Time custará TP!){/}
UI_20150729_001733	{@st42}Mostrar apenas atributos que podem ser aprendidos{/}
UI_20150729_001734	Leg Count
UI_20150729_001735	Key
UI_20150729_001736	Peso
UI_20150729_001737	{@st43}Lapidação de Gema{/}
UI_20150729_001738	{@st59b}Confecção de Item{nl}{@st59s} - O item pode ser confeccionado com o uso de uma receita.{nl} - Coloque a fórmula e os materiais necessários no espaço para iniciar a confecção do item. {nl} - Você pode anexar um nome exclusivo e uma anotação ao item.{/}
UI_20150729_001739	{@st59}Fechar{/}
UI_20150729_001740	Fragments needed : Mutant %s / Beast %s / Plant %s
UI_20150729_001741	{@st42b}         Swordsmans podem correr ao apertar duas vezes o direcional{/}
UI_20150729_001742	{@st41}Configurar Grupo
UI_20150729_001743	{@st41}Configurar Recrutamento de Grupo
UI_20150729_001744	{@st42}Procurar Integrantes do Grupo{/}
UI_20150729_001745	Quando um jogador atender aos critérios que você definiu, será exibida a mensagem [Compatível com Grupo!] na tela.
UI_20150729_001746	{@st41b}Lista de Jogador Recomendado{/}
UI_20150729_001747	{@st41}Informações de Atributo
UI_20150729_001748	{@st59}Cancelar Refinamento{/}
UI_20150729_001749	{@st59b}Melhoria de Gema/Carta{nl}{@st59s} - Selecione uma gema ou uma carta do Inventário para melhorar.{nl} - Todos os itens, exceto os de quest, podem ser usados como material para melhorar gemas.{nl} (mais eficiente ao usar uma gema como material){nl} - As cartas apenas podem ser melhorados com outras cartas.{/}
UI_20150729_001750	{#000000}{s22}Fila do Servidor
UI_20150729_001751	{#000000}{s22}O servidor está lotado. Aguarde na fila para entrar.
UI_20150729_001752	{#000000}{s22}Posição Atual: %s
UI_20150729_001753	{@st43}Team Battle League
UI_20150729_001754	{@st59}Fechar
UI_20150729_001755	{@st42}Calendário da Team Battle League
UI_20150729_001756	{@st43}Rankings da Team Battle League
UI_20150729_001757	{@st59}Fechar Classificações da TBL
UI_20150729_001758	Nome do Time
UI_20150729_001759	{@st41b}Nome da Skill
UI_20150729_001760	{@st59}Aceitar Missão de Grupo{/}
UI_20150729_001761	{@st59}Excluir Bilhete{/}
UI_20150729_001762	Pontuação
UI_20150729_001763	Participar da Team Battle League
UI_20150730_001764	{@st56}Meu Rank
UI_20150730_001765	{@st56}Kill Rank
UI_20150730_001766	{@st56}Damage Rank
UI_20150803_001767	Geral: /s chat{nl}Global: /y chat {nl}Grupo: /p chat{nl} Privado: /w TeamNome chat
UI_20150803_001768	{@st66b}Vibração do Controle{/}
UI_20150803_001769	Partida encontrada. Aguarde para entrar.
UI_20150804_001770	{@st43}{s18}Escolha o personagem para receber{/}
UI_20150804_001771	Soquetes Máximos : %s
UI_20150807_001772	{@st41b}Detalhes {img red_down_arrow 16 16}
UI_20150807_001773	{@st41b}Preço :{/}
UI_20150807_001774	{@st41b}Após Reparo :{/}
UI_20150918_001775	Duração do Acampamento
UI_20150918_001776	 - Efeito
UI_20150918_001777	A duração do acampamento aumenta ao ser renovado{nl} Requer %s de prata.
UI_20150918_001778	Depósito Pessoal
UI_20150918_001779	{@st41b}Tipo: {@sti7}%s{/}
UI_20150918_001780	{@st41b}Dificuldade: {@sti7}%s{/}
UI_20150918_001781	{#ffff00}{ol}%s{/}{/} jogadores curtem esse jogador
UI_20150918_001782	{@st43}Masmorras de Instância
UI_20150918_001783	{@st41}Localização
UI_20150918_001784	{#000000}Nome da Masmorra{/}
UI_20150918_001785	{#000000}Nível de Entrada{/}
UI_20150918_001786	{#000000}Quantidade de Entrada{/}
UI_20150918_001787	{#000000}A quantidade de entradas será restaurada em %s.{/}
UI_20150918_001788	{img silver 20 20} Preço
UI_20150918_001789	Grupos Próximos
UI_20150918_001790	Frags Necessários: %s 
UI_20150918_001791	{@st66b}Vazio
UI_20150918_001792	{@st42}Mostrar Grupos Próximos{/}
UI_20150918_001793	Amizade com {@sti9}%s{@st66b} : {@st66b}Level{/} {@sti9}%s {@st66b}
UI_20150918_001794	Amizade
UI_20150918_001795	{@st41b}Material obtido para confecção de item!
UI_20150918_001796	{@st66b}{s20}Você ficou {/}{s20}{#cc6600}{ol}Incapaz de Combater {/}{@st66b}{s20}!{/}
UI_20150918_001797	{@st66b}Reinicie no ponto de renascer mais próximo{/}
UI_20150918_001798	{@st66b}Renascer aqui (requires %s TPs){/}
UI_20150918_001799	{@st66b}Retornar ao campo{/}
UI_20150918_001800	{@st66b}Abandone a missão e tente novamente{/}
UI_20150918_001801	{@st66b}Tente novamente{/}
UI_20150918_001802	{@st66b}Itens Vendidos{/}
UI_20150918_001803	{@st53}Ranking Points : %s
UI_20150918_001804	Total N/Trocável: %s
UI_20150918_001805	{@st42b}Selecionar Diálogo{/}
UI_20150918_001806	{@st66b}Dar comida para grupo externo{/}
UI_20150918_001807	{@st41b}Mudar Título de Placa
UI_20150918_001808	{@sti9}Meu Rank
UI_20150918_001809	{@sti9}Kill Rank
UI_20150918_001810	{@sti9}Damage Rank
UI_20151001_001811	{@st43}Key Settings{/}
UI_20151001_001812	{@st45tw2}Categoria
UI_20151001_001813	Ação
UI_20151001_001814	Restaurar padrões
UI_20151016_001815	{@st59}O item selecionado será bloqueado{/}
UI_20151016_001816	{@st59}Você pode mudar o tema do Alojamento e visualizá-lo.
UI_20151016_001817	%s Personagens{/}
UI_20151016_001818	{@st42b}Visualizar
UI_20151016_001819	{@st42b}Voltar
UI_20151016_001820	{@st42b}Comprar
UI_20151016_001821	{@st42b}Aplicar
UI_20151016_001822	Nome e Descrição da Guilda
UI_20151016_001823	Nome do Time
UI_20151016_001824	Título
UI_20151016_001825	Notícia
UI_20151022_001826	{@st41}Fila do Servidor
UI_20151022_001827	{#000000}{s18}O servidor está lotado no momento. Aguarde na fila para entrar.
UI_20151022_001828	{#000000}{s18}Posição Atual: %s
UI_20151022_001829	{@st66b}Mostrar outros efeitos
UI_20151102_001830	TP
UI_20151224_001831	{@st41b}Change{s18}(Requires 100 TP){/}
UI_20151224_001832	Consume Quantity
UI_20151224_001833	Quantity Available
UI_20151224_001834	{@st43}Loja de Graças{/}
UI_20151224_001835	{@st59}Fechar{/}
UI_20151224_001836	{@st43}Loja de Graças
UI_20151224_001837	Loja de Graças
UI_20151224_001838	{@st59}Fechar
UI_20151224_001839	{@st59}Loja de Graças{nl} - Você pode receber buffs do jogador pagando em Silver.
UI_20151224_001840	{@st41b}Build
UI_20151224_001841	{@st41b}Materiais e Preço
UI_20151224_001842	{@st66b}Basement
UI_20151224_001843	{@st66b}Records
UI_20151224_001844	Legs Quantity
UI_20151224_001845	{@st41}Confirmar
UI_20151224_001846	{@st42}Use{/}
UI_20151224_001847	{@st66b18}※ Purchases made with TP are not refundable.{/}
UI_20151224_001848	{@st59}Guild  (/g chat){/}
UI_20151224_001849	{@st59}Guild   (/g chat){/}
UI_20151224_001850	{@st42}Tamanho do Texto
UI_20151224_001851	{@st66b}Information
UI_20151224_001852	Goddess Statue HP
UI_20151224_001853	Round
UI_20151224_001854	Player
UI_20151224_001855	Ally
UI_20151224_001856	Enemy
UI_20151224_001857	{@st66b}Cozinhando
UI_20151224_001858	{@st66b}Comida
UI_20151224_001859	{@st66b}Lista
UI_20151224_001860	{@st66b}Organizar
UI_20151224_001861	{@st59}Fechar{/}
UI_20151224_001862	{@st43}Guilda{/}
UI_20151224_001863	{@st41b}Informação Básica
UI_20151224_001864	{@st41b}Property
UI_20151224_001865	Procurando participantes do evento da guilda.
UI_20151224_001866	{@st41b}Upgrade & Rank
UI_20151224_001867	{@st41b}Atributos da Guilda
UI_20151224_001868	{@st43}Melhorar Guilda{/}
UI_20151224_001869	Ch / Local
UI_20151224_001870	Summon
UI_20151224_001871	To Guild Member
UI_20151224_001872	Go
UI_20151224_001873	{@st43}History{/}
UI_20151224_001874	{@st59}Fechar{/}
UI_20151224_001875	{@st45tw2}Category{/}
UI_20151224_001876	{@st45tw2}Variation Value{/}
UI_20151224_001877	{@st45tw2}Time{/}
UI_20151224_001878	{@st45tw2}Recover{/}
UI_20151224_001879	{@st66b}Dungeons{/}
UI_20151224_001880	{@st66b}Request Office Mission{/}
UI_20151224_001881	{@st66b18}Entry Limit{/}
UI_20151224_001882	{@st45tw2}Nome{/}
UI_20151224_001883	{@st45tw2}Entry Lv.{/}
UI_20151224_001884	Time Elapsed : 
UI_20151224_001885	{@st59}Mais Zoom{/}
UI_20151224_001886	{@st59}Menos Zoom{/}
UI_20151224_001887	{@st59}Mostrar último ponto teleportado{/}
UI_20151224_001888	{@st59}Mostrar sua localização atual{/}
UI_20151224_001889	{@st59}Acessório 3{/}
UI_20151224_001890	{@st59}Penteado{/}
UI_20151224_001891	{@st41b}Cancelar
UI_20151224_001892	{@st41b}Confirmar
UI_20151224_001893	{@st66b}Lapidação{/}
UI_20151224_001894	{@st66b}Records{/}
UI_20151224_001895	Remaining Number
UI_20151224_001896	{@st66b}Manutenção{/}
UI_20151224_001897	{@st66b}Reparar{/}
UI_20151224_001898	{@st41}Skill Level
UI_20151224_001899	{@st41}Riches Material
UI_20151224_001900	{@st66b}Dismiss Ajudaer (Requires %s TP){/}
UI_20151224_001901	{@st66b}Mapa Completo{/}
UI_20151224_001902	{@st59}Show Full Map{/}
UI_20151224_001903	{ol}Message
UI_20151224_001904	{@st66b18}Receber
UI_20151224_001905	{@st66b18}Vender
UI_20151224_001906	{@st66b18}Comprar
UI_20151224_001907	{@st45tw2}Lv.{/}
UI_20151224_001908	{@st45tw2}Preço{/}
UI_20151224_001909	{@st45tw2}Quantidade{/}
UI_20151224_001910	{@st45tw2}Preço total{/}
UI_20151224_001911	{@st42}Opções Avançadas{/}
UI_20151224_001912	{@st65}Level{/}
UI_20151224_001913	{@st65}Nível de Refino{/}
UI_20151224_001914	{@st59}Procurar por Nome e Opções{/}
UI_20151224_001915	{@st65}Mais Barato{/}
UI_20151224_001916	{@st65}Mais Caro{/}
UI_20151224_001917	{@st45tw2}Quantidade{/}
UI_20151224_001918	{@st45tw2}Tempo até receber{/}
UI_20151224_001919	{@st66b}Período de vendas e Comissão{/}
UI_20151224_001920	{@st66}Depois de 48 horas, você poderá receber seu{nl}silver do mercado, com exceção de Tokens.
UI_20151224_001921	{@st45tw2}Deadline{/}
UI_20151224_001922	{@st45tw2}Taxa de comissão{/}
UI_20151224_001923	{@st45tw2}Preço Total{/}
UI_20151224_001924	Limite de preço mais alto{/}
UI_20151224_001925	Limite de preço mais baixo{/}
UI_20151224_001926	{@st66}Preço mais Baixo{/}
UI_20151224_001927	{@st66}Preço mais Alto{/}
UI_20151224_001928	%s (Ch %s)
UI_20151224_001929	Number of Fragments
UI_20151224_001930	{@st66b}Abrir
UI_20151224_001931	{@st66b}Offering Box
UI_20151224_001932	{@st66b}Membros{/}
UI_20151224_001933	{@st66b}Evento de Equipe{/}
UI_20151224_001934	{@st66b}Configurar{/}
UI_20151224_001935	{@st42b}Salvar{/}
UI_20151224_001936	{@st41}Nome do Time e Descrição{/}
UI_20151224_001937	Mostrar Equipes próximas
UI_20151224_001938	Equipes Públicas
UI_20151224_001939	Diferença de Lv.
UI_20151224_001940	Usar 'Equipe Recomendada'
UI_20151224_001941	{@st66b}Inserir Link do Grupo
UI_20151224_001942	Competitive Mission
UI_20151224_001943	Unit
UI_20151224_001944	{@st41b}Entrar
UI_20151224_001945	{@st66b}Lista de Grupos Públicos{/}
UI_20151224_001946	{@st66b}Jogadores Recomendados{/}
UI_20151224_001947	Vida
UI_20151224_001948	{@st43}Caixa de mensagem
UI_20151224_001949	{@st66b}Tudo
UI_20151224_001950	{@st66b}Não Lida
UI_20151224_001951	{@st59b}Quests{nl}{@st59s} - When you are on a new quest, it will be added to the quests window.{nl} - A main quest is displayed in yellow color, while a subquest is displayed in blue.{nl} - The arrow on your character's foot leads to the location of your quest{nl} - A 'Return' icon is displayed in the quests window when a quest is Completod{nl}  (Teleports you to the Quest NPC using the Backspace key or a mouse-click){nl} - Add or remove quests in the quests window by ticking or unticking the box in front of the quest Nome{/}
