QUEST_LV_0200_20150317_000001	$Soldado de Philipas
QUEST_LV_0200_20150317_001196	{memo X}Essa é a hora de dizer para os monstros de Naktis onde o dispositivo de Maven está localizado.
QUEST_LV_0200_20150317_001197	{memo X}Eu caí enquanto levava os materiais e eles caíram embaixo do dispositivo. {nl}Ele fica se movendo para cima e para baixo, é difícil pegá-los.
QUEST_LV_0200_20150317_001198	{memo X}Essa foi por pouco.
QUEST_LV_0200_20150317_001199	{memo X}Sei que os monstros de Naktis pegaram. {nl}É melhor encontrarmos a chave logo.
QUEST_LV_0200_20150317_001200	Livro que Maven Deixou
QUEST_LV_0200_20150317_001201	{memo X}Prove que é o verdadeiro Revelador com o Sacerdote da Evidência. 
QUEST_LV_0200_20150317_001202	{memo X}A revelação está na sala de trás. Coloque a escritura para invocar minha alma no altar. Então, a revelação será interpretada.
QUEST_LV_0200_20150317_001203	{memo X}É horrível. {nl}Nossa igreja, para aquele monstro blasfemo...
QUEST_LV_0200_20150317_001204	$Dois Tipos de Ordens
QUEST_LV_0200_20150317_001205	$Vou ajudar a patrulhar
QUEST_LV_0200_20150317_001206	$Pertences Preciosos do Soldado (1)
QUEST_LV_0200_20150317_001207	Vou encontrar
QUEST_LV_0200_20150317_001208	$Pertences Preciosos do Soldado (2)
QUEST_LV_0200_20150317_001209	Vou coletar os galhos secos
QUEST_LV_0200_20150317_001210	Eu não quero mais tocar nisso
QUEST_LV_0200_20150317_001211	$Pertences Preciosos do Soldado (3)
QUEST_LV_0200_20150317_001212	Deixe comigo
QUEST_LV_0200_20150317_001213	{memo X}Preparando lenha/#SITGROPESET2/3.5/TRACK_BEFORE
QUEST_LV_0200_20150317_001214	$Ataque do Duende Vermelho Gigante
QUEST_LV_0200_20150317_001215	{memo X}Verificando.../MAKING/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001216	{memo X}Aviso/O Duende Vermelho Gigante está furioso!#5
QUEST_LV_0200_20150317_001217	$Proteger Rota da Passagem do Grande Rei (1)
QUEST_LV_0200_20150317_001218	Ignorar
QUEST_LV_0200_20150317_001219	Proteger a Área (1)
QUEST_LV_0200_20150317_001220	$Proteger Rota da Passagem do Grande Rei (2)
QUEST_LV_0200_20150317_001221	Eu vou me inscrever
QUEST_LV_0200_20150317_001222	Não tenho tempo para isso
QUEST_LV_0200_20150317_001223	$Ajuda da Escultura de Coruja
QUEST_LV_0200_20150317_001224	Eu me livro deles para você
QUEST_LV_0200_20150317_001225	$Proteger Rota da Passagem do Grande Rei (3)
QUEST_LV_0200_20150317_001226	Vou encontrar
QUEST_LV_0200_20150317_001227	Parece perigoso
QUEST_LV_0200_20150317_001228	Saindo em uma Jornada
QUEST_LV_0200_20150317_001229	$Procure Batedores sendo Atacados
QUEST_LV_0200_20150317_001230	$Eu vou para o Pântano Drieza
QUEST_LV_0200_20150317_001231	Vamos sair daqui juntos
QUEST_LV_0200_20150317_001232	{memo X}Aviso/Derrote a Árvore de Ferro! / 5
QUEST_LV_0200_20150317_001233	Dono do Túmulo
QUEST_LV_0200_20150317_001234	O que é isso?
QUEST_LV_0200_20150317_001235	Comandante Vacenin (1)
QUEST_LV_0200_20150317_001236	Eu posso ajudar
QUEST_LV_0200_20150317_001237	Sobre a Floresta Kateen
QUEST_LV_0200_20150317_001238	{memo X}Coletar Musgo
QUEST_LV_0200_20150317_001239	{memo X}Eu vou coletar o musgo
QUEST_LV_0200_20150317_001240	{memo X}Colha Erva Desbotada
QUEST_LV_0200_20150317_001241	{memo X}Eu vou colher as Ervas Desbotadas para você investigar
QUEST_LV_0200_20150317_001242	{memo X}Colete Casca de Árvore
QUEST_LV_0200_20150317_001243	{memo X}Vamos cuidar disso juntos
QUEST_LV_0200_20150317_001244	{memo X}Segredo da Casca de Árvore (4)
QUEST_LV_0200_20150317_001245	{memo X}Vou me livrar do Espírito da Floresta
QUEST_LV_0200_20150317_001246	Floresta do Medo
QUEST_LV_0200_20150317_001247	Vou entregar este Fragmento de Asa
QUEST_LV_0200_20150317_001248	Fragmento de Asa (1)
QUEST_LV_0200_20150317_001249	{memo X}Entregando/MAKING/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001250	Fragmento de Asa (2)
QUEST_LV_0200_20150317_001251	Sugerir entregar a asa
QUEST_LV_0200_20150317_001252	Fogueira da Rota de Patrulha
QUEST_LV_0200_20150317_001253	Não há tempo para isso
QUEST_LV_0200_20150317_001254	Fogueira da Rota de Patrulha (2)
QUEST_LV_0200_20150317_001255	{memo X}Instalando/FIRE/1.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001256	{memo X}Aviso/A Fogueira está acesa.#3
QUEST_LV_0200_20150317_001257	Fogueira da Rota de Patrulha (3)
QUEST_LV_0200_20150317_001258	Fogueira da Rota de Patrulha (4)
QUEST_LV_0200_20150317_001259	Comandante Vacenin (2)
QUEST_LV_0200_20150317_001260	Voltar ao Acampamento
QUEST_LV_0200_20150317_001261	Vou descansar um pouco
QUEST_LV_0200_20150317_001262	$Serviço Fúnebre (1)
QUEST_LV_0200_20150317_001263	$Vou coletar os restos
QUEST_LV_0200_20150317_001264	Não há tempo para isso
QUEST_LV_0200_20150317_001265	Sobre a Escultura de Coruja
QUEST_LV_0200_20150317_001266	{memo X}Conclusão do Poder da Alma (1)
QUEST_LV_0200_20150317_001267	{memo X}Vou trazer a Pedra de Alma
QUEST_LV_0200_20150317_001268	{memo X}Conclusão do Poder da Alma (2)
QUEST_LV_0200_20150317_001269	{memo X}Vou purificar a alma
QUEST_LV_0200_20150317_001270	{memo X}Abrindo/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001271	{memo X}Espantando Larvas de Medusa
QUEST_LV_0200_20150317_001272	{memo X}Vou coletar Larvas de Medusa
QUEST_LV_0200_20150317_001273	{memo X}Alma para trás
QUEST_LV_0200_20150317_001274	{memo X}Vou derrotar os monstros para você
QUEST_LV_0200_20150317_001275	{memo X}Alma que fugiu
QUEST_LV_0200_20150317_001276	{memo X}Vou encontrar a bagagem do comerciante
QUEST_LV_0200_20150317_001277	{memo X}Alma Esquecida
QUEST_LV_0200_20150317_001278	{memo X}Vou encontrar o pergaminho
QUEST_LV_0200_20150317_001279	{memo X}Traço do Peregrino
QUEST_LV_0200_20150317_001280	{memo X}Vou escrever as escrituras de Stele
QUEST_LV_0200_20150317_001281	{memo X}Mar de Fogo
QUEST_LV_0200_20150317_001282	{memo X}Vou me livrar da Sequoia Incendiária
QUEST_LV_0200_20150317_001283	Suporte às Tropas da Retaguarda
QUEST_LV_0200_20150317_001284	Vou reduzir os monstros da área
QUEST_LV_0200_20150317_001285	Desculpe, mas não posso ajudar
QUEST_LV_0200_20150317_001286	Sobre a Estrada da Floresta
QUEST_LV_0200_20150317_001287	$Serviço Fúnebre (2)
QUEST_LV_0200_20150317_001288	$Vou recuperar os pertences deles
QUEST_LV_0200_20150317_001289	$É o máximo que posso ajudar
QUEST_LV_0200_20150317_001290	$Serviço Fúnebre (3)
QUEST_LV_0200_20150317_001291	$Onde encontro a Fragrância de Borboleta?
QUEST_LV_0200_20150317_001292	$Oração para as Almas
QUEST_LV_0200_20150317_001293	$Tecelã Entronada Perigosa (1)
QUEST_LV_0200_20150317_001294	Só ignore
QUEST_LV_0200_20150317_001295	$Por que os monstros estão destruindo Esculturas de Coruja?
QUEST_LV_0200_20150317_001296	$Tecelã Entronada Perigosa (2)
QUEST_LV_0200_20150317_001297	$Vou pegar as Raízes de Sakmoli
QUEST_LV_0200_20150317_001298	$Almas Reprimidas
QUEST_LV_0200_20150317_001299	$Vou verificar a Costa Nelasve
QUEST_LV_0200_20150317_001300	Vai dar tudo certo
QUEST_LV_0200_20150317_001301	$Salvação Errada (1)
QUEST_LV_0200_20150317_001302	$Vou convencer as almas e enviá-las para cá
QUEST_LV_0200_20150317_001303	Sobre as almas perdidas
QUEST_LV_0200_20150317_001304	{memo X}Aviso/!/Convença as almas errantes na Costa Nelasve e guie-as de volta para a coruja!{nl}Você deve conversar e convencer a alma quando encontrá-la!#5
QUEST_LV_0200_20150317_001305	$Salvação Errada (1)
QUEST_LV_0200_20150317_001306	Vou para a Colina Amolallul
QUEST_LV_0200_20150317_001307	Ataque do Golem Cinza
QUEST_LV_0200_20150317_001308	{memo X}Aviso/!/Derrote o Golem que apareceu de repente!#8
QUEST_LV_0200_20150317_001309	{memo X}Aviso/!/Você conseguiu derrotar o Golem Cinza!#8
QUEST_LV_0200_20150317_001310	Última Missão (1)
QUEST_LV_0200_20150317_001311	Que pena. Vamos ajudá-lo.
QUEST_LV_0200_20150317_001312	É assustador, não quero.
QUEST_LV_0200_20150317_001313	Sobre a Alma
QUEST_LV_0200_20150317_001314	Última Missão (2)
QUEST_LV_0200_20150317_001315	Vou coletar a Pele de Velhos Kepas
QUEST_LV_0200_20150317_001316	Estou ocupado, só posso ajudar até aqui.
QUEST_LV_0200_20150317_001317	Última Missão (3)
QUEST_LV_0200_20150317_001318	Vou tentar derrotar o monstro
QUEST_LV_0200_20150317_001319	Não me sinto bem com isso. Não vou.
QUEST_LV_0200_20150317_001320	Última Missão (4)
QUEST_LV_0200_20150317_001321	Colete Folhas de Ellom
QUEST_LV_0200_20150317_001322	Última Missão (5)
QUEST_LV_0200_20150317_001323	Vou concluir a missão
QUEST_LV_0200_20150317_001324	Parece perigoso. Desisto.
QUEST_LV_0200_20150317_001325	{memo X}Instalando isca/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001326	Área Remota da Floresta Kateen
QUEST_LV_0200_20150317_001327	Acalme-se. Eu não sou um Natimorto.
QUEST_LV_0200_20150317_001328	Tropa Desaparecida (1)
QUEST_LV_0200_20150317_001329	Vou encontrar o batedor
QUEST_LV_0200_20150317_001330	Desculpe, mas não posso
QUEST_LV_0200_20150317_001331	Tropa Desaparecida (2)
QUEST_LV_0200_20150317_001332	Vou matar os monstros primeiro
QUEST_LV_0200_20150317_001333	Preciso de tempo para me preparar
QUEST_LV_0200_20150317_001334	Onde estão as Tropas de Suprimentos (1)
QUEST_LV_0200_20150317_001335	Vou encontrar as tropas de suprimentos
QUEST_LV_0200_20150317_001336	Onde estão as Tropas de Suprimentos (2)
QUEST_LV_0200_20150317_001337	Vou ajudar a buscar os suprimentos
QUEST_LV_0200_20150317_001338	Vou esperar até todos os suprimentos serem recuperados
QUEST_LV_0200_20150317_001339	Onde estão as Tropas de Suprimentos (3)
QUEST_LV_0200_20150317_001340	Missão sobre Missão
QUEST_LV_0200_20150317_001341	Vou ajudar a coletar os ganchos
QUEST_LV_0200_20150317_001342	Vamos esperar até tudo ser coletado
QUEST_LV_0200_20150317_001343	Liderança de Philipas
QUEST_LV_0200_20150317_001344	Vou cooperar
QUEST_LV_0200_20150317_001345	Isso não é justo
QUEST_LV_0200_20150317_001346	Tropa Sozinha
QUEST_LV_0200_20150317_001347	Encontrar o relatório
QUEST_LV_0200_20150317_001348	{memo X}É melhor voltar rápido
QUEST_LV_0200_20150317_001349	O Último Juntos
QUEST_LV_0200_20150317_001350	Eu vou coletar as recordações
QUEST_LV_0200_20150317_001351	{memo X}O Desastre da Planície da Grande Raiz (1)
QUEST_LV_0200_20150317_001352	Vamos até a Estrada Izdaginakas
QUEST_LV_0200_20150317_001353	Preciso de tempo para me preparar
QUEST_LV_0200_20150317_001354	{memo X}O Desastre da Planície da Grande Raiz (2)
QUEST_LV_0200_20150317_001355	Vou me juntar à batalha
QUEST_LV_0200_20150317_001356	Preciso de tempo para me preparar
QUEST_LV_0200_20150317_001357	Derrote o Griba Azul Grande
QUEST_LV_0200_20150317_001358	{memo X}Tocando/FIRE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001359	{memo X}Aviso/!/Um Bando de Gribas Azuis Grandes apareceu!#5
QUEST_LV_0200_20150317_001360	Interrupção do monstro bloqueando a estrada
QUEST_LV_0200_20150317_001361	{memo X}Aviso/!/Derrote o monstro bloqueando a estrada!#8
QUEST_LV_0200_20150317_001362	{memo X}Aviso/!/Derrotou o monstro bloqueando a estrada!#8
QUEST_LV_0200_20150317_001363	Rancor de um guerreiro sem nome
QUEST_LV_0200_20150317_001364	{memo X}Tentando colar/MAKING/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001365	{memo X}Aviso/!/Derrote esse lobisomem {nl}que parece ter levado o dono da recordação à morte!#5
QUEST_LV_0200_20150317_001366	{memo X}Oferecendo condolências/MAKING/2/TRACK_AFTER/None
QUEST_LV_0200_20150317_001367	{memo X}Aviso/As recordações se foram junto com o colar!
QUEST_LV_0200_20150317_001368	$Tecelã Entronada Perigosa (3)
QUEST_LV_0200_20150317_001369	Vou me livrar da Tecelã Entronada
QUEST_LV_0200_20150317_001370	Preciso de tempo para me preparar
QUEST_LV_0200_20150317_001371	{memo X}Colocando isca/SITGROPE/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001372	Não Entrar
QUEST_LV_0200_20150317_001373	Solicitando Suporte
QUEST_LV_0200_20150317_001374	Vou proteger você
QUEST_LV_0200_20150317_001375	Continuar se escondendo
QUEST_LV_0200_20150317_001376	Bem-vindo, Visitante Indesejado
QUEST_LV_0200_20150317_001377	Estrada Gloriosa
QUEST_LV_0200_20150317_001378	$Previsão da Geada de Pedra (1)
QUEST_LV_0200_20150317_001379	Vou verificar.
QUEST_LV_0200_20150317_001380	{memo X}Vou esperar.
QUEST_LV_0200_20150317_001381	$Previsão da Geada de Pedra (2)
QUEST_LV_0200_20150317_001382	Vou dar um jeito
QUEST_LV_0200_20150317_001383	É demais para mim
QUEST_LV_0200_20150317_001384	$Previsão da Geada de Pedra (3)
QUEST_LV_0200_20150317_001385	{memo X}Farei isso quando for seguro
QUEST_LV_0200_20150317_001386	{memo X}Verificando/MAKING/1/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001387	Limpar oficina
QUEST_LV_0200_20150317_001388	Lucro legal
QUEST_LV_0200_20150317_001389	{memo X}Vou pegar.
QUEST_LV_0200_20150317_001390	Extorsão Hostil
QUEST_LV_0200_20150317_001391	{memo X}Vou roubar.
QUEST_LV_0200_20150317_001392	{memo X}Flor de Lágrimas
QUEST_LV_0200_20150317_001393	Vou encontrar.
QUEST_LV_0200_20150317_001394	Seus Caminhos
QUEST_LV_0200_20150317_001395	{memo X}Vou encontrar.
QUEST_LV_0200_20150317_001396	$Mentira Branca (1)
QUEST_LV_0200_20150317_001397	Vou coletar.
QUEST_LV_0200_20150317_001398	$Mentira Branca (2)
QUEST_LV_0200_20150317_001399	Ainda não é o momento
QUEST_LV_0200_20150317_001400	$Mentira Branca (3)
QUEST_LV_0200_20150317_001401	Boa sorte
QUEST_LV_0200_20150317_001402	{memo X}Ainda não é o momento
QUEST_LV_0200_20150317_001403	{memo X}Explicando/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001404	Limpando
QUEST_LV_0200_20150317_001405	Registros Desnecessários
QUEST_LV_0200_20150317_001406	Vou lhe dar cobertura.
QUEST_LV_0200_20150317_001407	Última coleção
QUEST_LV_0200_20150317_001408	Claro, vou ajudar
QUEST_LV_0200_20150317_001409	Isso seria difícil.
QUEST_LV_0200_20150317_001410	{memo X}Nas mãos (1)
QUEST_LV_0200_20150317_001411	{memo X}Ajudar
QUEST_LV_0200_20150317_001412	{memo X}Nas mãos (2)
QUEST_LV_0200_20150317_001413	{memo X}O que você quer dizer?
QUEST_LV_0200_20150317_001414	{memo X}Nas mãos (3)
QUEST_LV_0200_20150317_001415	{memo X}Nas mãos (4)
QUEST_LV_0200_20150317_001416	{memo X}Não é a primeira vez.
QUEST_LV_0200_20150317_001417	{memo X}Persuadindo/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001418	{memo X}Zelador (1)
QUEST_LV_0200_20150317_001419	{memo X}Zelador (2)
QUEST_LV_0200_20150317_001420	Hora de Voltar
QUEST_LV_0200_20150317_001421	Eu cuido disso
QUEST_LV_0200_20150317_001422	Camaradagem
QUEST_LV_0200_20150317_001423	{memo X}Capturar o Ladrão
QUEST_LV_0200_20150317_001424	Eu não quero
QUEST_LV_0200_20150317_001425	Seguindo um Rastro
QUEST_LV_0200_20150317_001426	{memo X}Ladrões Ousados
QUEST_LV_0200_20150317_001427	{memo X}Eu cuido disso
QUEST_LV_0200_20150317_001428	Armadilha Desesperada
QUEST_LV_0200_20150317_001429	{memo X}Removendo/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001430	Tempo Perdido
QUEST_LV_0200_20150317_001431	Vou fazer isso
QUEST_LV_0200_20150317_001432	{memo X}Tempo Recuperado
QUEST_LV_0200_20150317_001433	Recusar
QUEST_LV_0200_20150317_001434	$Grande Portal de Fuga (1)
QUEST_LV_0200_20150317_001435	$Grande Portal de Fuga (2)
QUEST_LV_0200_20150317_001436	$Grande Portal de Fuga (3)
QUEST_LV_0200_20150317_001437	Tudo pronto
QUEST_LV_0200_20150317_001438	Espere um pouco
QUEST_LV_0200_20150317_001439	{memo X}Operando/ MAKING / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001440	Aliança Desconfortável
QUEST_LV_0200_20150317_001441	$Tudo Igual (1)
QUEST_LV_0200_20150317_001442	$Tudo Igual (2)
QUEST_LV_0200_20150317_001443	{memo X}Entregando/ TALK / 0 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001444	Mentira de Sobrevivência
QUEST_LV_0200_20150317_001445	$Pequena Diferença (1)
QUEST_LV_0200_20150317_001446	$Pequena Diferença (2)
QUEST_LV_0200_20150317_001447	$Pequena Diferença (3)
QUEST_LV_0200_20150317_001448	$Pequena Diferença (4)
QUEST_LV_0200_20150317_001449	Vou pegar
QUEST_LV_0200_20150317_001450	{memo X}Verificando/MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001451	{memo X}Manutenção da Torre de Vigia
QUEST_LV_0200_20150317_001452	Verdade à Tona
QUEST_LV_0200_20150317_001453	Vou destruir
QUEST_LV_0200_20150317_001454	{memo X}Palavras Restantes
QUEST_LV_0200_20150317_001455	O Grande Chanceler
QUEST_LV_0200_20150317_001456	Tumulto Intensificado
QUEST_LV_0200_20150317_001457	Trabalho Revigorante
QUEST_LV_0200_20150317_001458	Vou buscar
QUEST_LV_0200_20150317_001459	$Acidente Irrevogável (1)
QUEST_LV_0200_20150317_001460	{memo X}Acidente Irrevogável (2)
QUEST_LV_0200_20150317_001461	{memo X}Verificando/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001462	$Opinião Mágica (1)
QUEST_LV_0200_20150317_001463	$Opinião Mágica (2)
QUEST_LV_0200_20150317_001464	Kaliss Quer a Verdade
QUEST_LV_0200_20150317_001465	{memo X}Vou coletar
QUEST_LV_0200_20150317_001466	Valor do Alquimista
QUEST_LV_0200_20150317_001467	Cópia Interessante
