QUEST_LV_0200_20150317_000001	Soldado de Philipas
QUEST_LV_0200_20150317_001408	Claro, vou ajudar
QUEST_LV_0200_20150317_001409	Isso seria dif?il.
QUEST_LV_0200_20150317_001410	Nas m?s (1)
QUEST_LV_0200_20150317_001411	Ajudar
QUEST_LV_0200_20150317_001412	Nas m?s (2)
QUEST_LV_0200_20150317_001413	O que voc?quer dizer?
QUEST_LV_0200_20150317_001414	Nas m?s (3)
QUEST_LV_0200_20150317_001415	Nas m?s (4)
QUEST_LV_0200_20150317_001416	N? ?a primeira vez.
QUEST_LV_0200_20150317_001417	Persuadindo/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001418	Zelador (1)
QUEST_LV_0200_20150317_001419	Zelador (2)
QUEST_LV_0200_20150317_001420	Hora de Voltar
QUEST_LV_0200_20150317_001421	Eu cuido disso
QUEST_LV_0200_20150317_001422	Camaradagem
QUEST_LV_0200_20150317_001423	Capturar o Ladr?
QUEST_LV_0200_20150317_001424	Eu n? quero
QUEST_LV_0200_20150317_001425	Seguindo um Rastro
QUEST_LV_0200_20150317_001426	Ladr?s Ousados
QUEST_LV_0200_20150317_001427	Eu cuido disso
QUEST_LV_0200_20150317_001428	Armadilha Desesperada
QUEST_LV_0200_20150317_001429	Removendo/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001430	Tempo Perdido
QUEST_LV_0200_20150317_001431	Vou fazer isso
QUEST_LV_0200_20150317_001432	Tempo Recuperado
QUEST_LV_0200_20150317_001433	Recusar
QUEST_LV_0200_20150317_001434	Grande Portal de Fuga (1)
QUEST_LV_0200_20150317_001435	Grande Portal de Fuga (2)
QUEST_LV_0200_20150317_001436	Grande Portal de Fuga (3)
QUEST_LV_0200_20150317_001437	Tudo pronto
QUEST_LV_0200_20150317_001438	Espere um pouco
QUEST_LV_0200_20150317_001439	Operando/ MAKING / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001440	Alian? Desconfort?el
QUEST_LV_0200_20150317_001441	Tudo Igual (1)
QUEST_LV_0200_20150317_001442	Tudo Igual (2)
QUEST_LV_0200_20150317_001443	Entregando/ TALK / 0 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001444	Mentira de Sobreviv?cia
QUEST_LV_0200_20150317_001445	Pequena Diferen? (1)
QUEST_LV_0200_20150317_001446	Pequena Diferen? (2)
QUEST_LV_0200_20150317_001447	Pequena Diferen? (3)
QUEST_LV_0200_20150317_001448	Pequena Diferen? (4)
QUEST_LV_0200_20150317_001449	Vou pegar
QUEST_LV_0200_20150317_001450	Verificando/MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001451	Manuteno da Torre de Vigia
QUEST_LV_0200_20150317_001452	Verdade ?Tona
QUEST_LV_0200_20150317_001453	Vou destruir
QUEST_LV_0200_20150317_001454	Palavras Restantes
QUEST_LV_0200_20150317_001455	O Grande Chanceler
QUEST_LV_0200_20150317_001456	Tumulto Intensificado
QUEST_LV_0200_20150317_001457	Trabalho Revigorante
QUEST_LV_0200_20150317_001458	Vou buscar
QUEST_LV_0200_20150317_001459	Acidente Irrevog?el (1)
QUEST_LV_0200_20150317_001460	Acidente Irrevog?el (2)
QUEST_LV_0200_20150317_001461	Verificando/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001462	Opini? M?ica (1)
QUEST_LV_0200_20150317_001463	Opini? M?ica (2)
QUEST_LV_0200_20150317_001464	Kaliss Quer a Verdade
QUEST_LV_0200_20150317_001465	Vou coletar
QUEST_LV_0200_20150317_001466	Valor do Alquimista
QUEST_LV_0200_20150317_001467	C?ia Interessante
QUEST_LV_0200_20150317_001468	Aceitar
QUEST_LV_0200_20150317_001469	Destruidor de Laborat?io
QUEST_LV_0200_20150317_001470	Troca Secreta (1)
QUEST_LV_0200_20150317_001471	Troca Secreta (2)
QUEST_LV_0200_20150317_001472	Troca Secreta (3)
QUEST_LV_0200_20150317_001473	Eu cuido disso
QUEST_LV_0200_20150317_001474	Usando pergaminho /MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001475	Suporte Militar
QUEST_LV_0200_20150317_001476	Eu ainda quero ajudar
QUEST_LV_0200_20150317_001477	Continuar seguindo seu caminho
QUEST_LV_0200_20150317_001478	?o Mel (1)
QUEST_LV_0200_20150317_001479	Vou verificar
QUEST_LV_0200_20150317_001480	Tenho coisas a fazer
QUEST_LV_0200_20150317_001481	Sobre a cidade
QUEST_LV_0200_20150317_001482	Aviso/Felizmente, tudo bem com a colmeia.#5
QUEST_LV_0200_20150317_001483	?o Mel (2)
QUEST_LV_0200_20150317_001484	Vou dar uma olhada
QUEST_LV_0200_20150317_001485	J?fiz o bastante, vou andando
QUEST_LV_0200_20150317_001486	Sobre os monstros e a apicultura
QUEST_LV_0200_20150317_001487	Cervejaria Arruinada
QUEST_LV_0200_20150317_001488	Ent? vou andando
QUEST_LV_0200_20150317_001489	A ?tima Esperan? da Cervejaria
QUEST_LV_0200_20150317_001490	Acalme-se
QUEST_LV_0200_20150317_001491	Ele n? vai se acalmar. Vamos logo.
QUEST_LV_0200_20150317_001492	Sobre o outro Revelador
QUEST_LV_0200_20150317_001493	Verificando/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001494	Aviso/Encontrou o hidromel que Dorjen pediu.#5
QUEST_LV_0200_20150317_001495	Doce Vingan?
QUEST_LV_0200_20150317_001496	Vou derrotar os monstros, ent? se anime, cara.
QUEST_LV_0200_20150317_001497	J?ajudei o bastante, vou embora
QUEST_LV_0200_20150317_001498	Sparnas invasor do Api?io
QUEST_LV_0200_20150317_001499	Ferroada-Rainha comedora de mel
QUEST_LV_0200_20150317_001500	Avers? ao Perigo
QUEST_LV_0200_20150317_001501	Eu cuido dos monstros da ?ea
QUEST_LV_0200_20150317_001502	Tenha cuidado e n? baixe a guarda na volta
QUEST_LV_0200_20150317_001503	Dois Amigos (1)
QUEST_LV_0200_20150317_001504	Vou perguntar para voc?
QUEST_LV_0200_20150317_001505	Animar
QUEST_LV_0200_20150317_001506	Dois Amigos (2)
QUEST_LV_0200_20150317_001507	Vou procurar a m?uina de cerveja do Elite Chupaluka
QUEST_LV_0200_20150317_001508	Duvido que ele n? tenha pegado
QUEST_LV_0200_20150317_001509	Dois Amigos (3)
QUEST_LV_0200_20150317_001510	Vou salvar
QUEST_LV_0200_20150317_001511	J?est?resolvido, saia do local
QUEST_LV_0200_20150317_001512	Sobre Mikolas e Cleopas
QUEST_LV_0200_20150317_001513	Objetivo dos Monstros em Tr? Riachos (1)
QUEST_LV_0200_20150317_001514	Motivo da contratao de Reveladores
QUEST_LV_0200_20150317_001515	Objetivo dos Monstros em Tr? Riachos (2)
QUEST_LV_0200_20150317_001516	Vou checar se os monstros s? mesmo atra?os pelo aroma do mel
QUEST_LV_0200_20150317_001517	Sobre o Altar
QUEST_LV_0200_20150317_001518	Objetivo dos Monstros em Tr? Riachos (3)
QUEST_LV_0200_20150317_001519	Vou checar o Altar Bichiu
QUEST_LV_0200_20150317_001520	Altar de Tr? Riachos (1)
QUEST_LV_0200_20150317_001521	Vou verificar
QUEST_LV_0200_20150317_001522	Verificando o altar/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001523	Altar de Tr? Riachos (2)
QUEST_LV_0200_20150317_001524	Seria melhor encontrar o sacerdote
QUEST_LV_0200_20150317_001525	Ciclope do Altar do norte em Tr? Riachos
QUEST_LV_0200_20150317_001526	Ajudar a Recuperar a Fazenda
QUEST_LV_0200_20150317_001527	Vou encontrar as ferramentas
QUEST_LV_0200_20150317_001528	Verificando/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001529	Mel Desejado
QUEST_LV_0200_20150317_001530	Vou pegar
QUEST_LV_0200_20150317_001531	Medo Demais para Plantar
QUEST_LV_0200_20150317_001532	O Segredo da Fazenda (2)
QUEST_LV_0200_20150317_001533	Eu vou cuidar disso
QUEST_LV_0200_20150317_001534	Ignorar
QUEST_LV_0200_20150317_001535	Sobre o Lacre
QUEST_LV_0200_20150317_001536	O Segredo da Fazenda (1)
QUEST_LV_0200_20150317_001537	Vou ativar a Pedra Guardi?
QUEST_LV_0200_20150317_001538	Vamos deixar pra l?
QUEST_LV_0200_20150317_001539	Sobre a cura na Floresta dos Tr? Riachos 
QUEST_LV_0200_20150317_001540	Ativando/SITABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001541	O Poder nos Galhos de vore-Abelha
QUEST_LV_0200_20150317_001542	Vou coletar as cinzas
QUEST_LV_0200_20150317_001543	Terra Agraciada com o Poder da Deusa (1)
QUEST_LV_0200_20150317_001544	Vou preencher o poder maligno
QUEST_LV_0200_20150317_001545	Terra Agraciada com o Poder da Deusa (2)
QUEST_LV_0200_20150317_001546	Vou sair. N? se preocupe.
QUEST_LV_0200_20150317_001547	Preciso de tempo para me preparar
QUEST_LV_0200_20150317_001548	Purificando a Torre do Lacre/ABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001549	A Situao da Deusa Austeja
QUEST_LV_0200_20150317_001550	Ouvir a Hist?ia
QUEST_LV_0200_20150317_001551	Vamos descansar um pouco
QUEST_LV_0200_20150317_001552	Identidade da grama gigante
QUEST_LV_0200_20150317_001553	Vou verificar
QUEST_LV_0200_20150317_001554	N? se preocupe
QUEST_LV_0200_20150317_001555	O Advento do Desastre
QUEST_LV_0200_20150317_001556	A M? do Espantalho (1)
QUEST_LV_0200_20150317_001557	A M? do Espantalho (2)
QUEST_LV_0200_20150317_001558	Vou fazer isso
QUEST_LV_0200_20150317_001559	Cancelar
QUEST_LV_0200_20150317_001560	Instalando/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001561	Aviso/O espantalho foi colocado, mas os monstros n? est? reagindo.#5
QUEST_LV_0200_20150317_001562	Metade Mel, Metade Monstro
QUEST_LV_0200_20150317_001563	Confort?lo
QUEST_LV_0200_20150317_001564	Reveladores Possu?os
QUEST_LV_0200_20150317_001565	Perguntar como recuperar o s?bolo
QUEST_LV_0200_20150317_001566	N? tenho nada a ver com isso
QUEST_LV_0200_20150317_001567	Sobre o Lacre na Floresta da Luz Primaveril
QUEST_LV_0200_20150317_001568	S?bolo da Deusa Austeja
QUEST_LV_0200_20150317_001569	Restaurando / PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001570	Aviso/O s?bolo da Deusa Austeja foi restaurado!#5
QUEST_LV_0200_20150317_001571	Curar os Reveladores ?a Prioridade
QUEST_LV_0200_20150317_001572	Torre do Lacre Destru?a (1)
QUEST_LV_0200_20150317_001573	Vou restaurar o lacre
QUEST_LV_0200_20150317_001574	Por que o lacre foi destru?o?
QUEST_LV_0200_20150317_001575	Concedendo o poder da Deusa / PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001576	Torre do Lacre Destru?o (2)
QUEST_LV_0200_20150317_001577	Chafer da Floresta da Luz Primaveril
QUEST_LV_0200_20150317_001578	O Destruidor da Torre
QUEST_LV_0200_20150317_001579	Verificando/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001580	Mercadorias Perdidas do Comerciante
QUEST_LV_0200_20150317_001581	Vou encontr?las, n? se preocupe
QUEST_LV_0200_20150317_001582	Sobre os Reveladores Possu?os
QUEST_LV_0200_20150317_001583	Garantindo uma Rota Segura
QUEST_LV_0200_20150317_001584	Vou me livrar dos monstros
QUEST_LV_0200_20150317_001585	Medicamento de Grama da Luz Primaveril
QUEST_LV_0200_20150317_001586	N? se preocupe, vou pegar
QUEST_LV_0200_20150317_001587	S?ignore
QUEST_LV_0200_20150317_001588	Fracasso e Sucesso
QUEST_LV_0200_20150317_001589	Cada Passo Unido
QUEST_LV_0200_20150317_001590	Vou ajudar a derrotar
QUEST_LV_0200_20150317_001591	Hist?ia por tr? do colapso da coruja
QUEST_LV_0200_20150317_001592	Est?ua da Deusa da Colina Amolallul
QUEST_LV_0200_20150317_001593	Amea? da Linha de Falha (1) 
QUEST_LV_0200_20150317_001594	Vou dar uma olhada
QUEST_LV_0200_20150317_001595	Amea? da Linha de Falha (2) 
QUEST_LV_0200_20150317_001596	Vou salvar as corujas
QUEST_LV_0200_20150317_001597	Fome Insaci?el (1)
QUEST_LV_0200_20150317_001598	Fome Insaci?el (2)
QUEST_LV_0200_20150317_001599	Fome Insaci?el (3)
QUEST_LV_0200_20150317_001600	Fome Insaci?el (4)
QUEST_LV_0200_20150317_001601	Vou conseguir na pr?ima vez
QUEST_LV_0200_20150317_001602	Aviso/! / Liliya morreu... {nl} Fa? um t?ulo para ela # 3
QUEST_LV_0200_20150317_001603	Fazendo um t?ulo para Liliya/ SITGROPE / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001604	Aviso/Voc?fez um t?ulo para Liliya # 5
QUEST_LV_0200_20150317_001605	Gula Infinita (1)
QUEST_LV_0200_20150317_001606	Vou encontrar algo para comer
QUEST_LV_0200_20150317_001607	Ignorar e seguir seu caminho
QUEST_LV_0200_20150317_001608	Gula Infinita (2)
QUEST_LV_0200_20150317_001609	Parece ter alguma relao. D?a caixa de m?ica
QUEST_LV_0200_20150317_001610	Tem algo errado. N? mostre
QUEST_LV_0200_20150317_001611	Gula Infinita (3)
QUEST_LV_0200_20150317_001612	Vou pegar as folhas de Nikotia
QUEST_LV_0200_20150317_001613	Gula Infinita (4)
QUEST_LV_0200_20150317_001614	Colar da Gula
QUEST_LV_0200_20150317_001615	Procurando um monte de carne podre/ SITGROPE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001616	Discuss?
QUEST_LV_0200_20150317_001617	Continuar perguntando
QUEST_LV_0200_20150317_001618	Seguir o seu caminho
QUEST_LV_0200_20150317_001619	N? Pode Ser Levado (1)
QUEST_LV_0200_20150317_001620	Eu cuido dos monstros
QUEST_LV_0200_20150317_001621	N? Pode Ser Levado (2)
QUEST_LV_0200_20150317_001622	Vasculhando a pilha de comida/ SITGROPE_LOOP / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001623	Aviso/! / Voc?obteve restos de comida na pilha de comida! {nl} Use a tecla V para jogar para os monstros e mat?los! # 5
QUEST_LV_0200_20150317_001624	Pilhas de Comida da Rota do Dem?io Faminto (1)
QUEST_LV_0200_20150317_001625	Escavando/SITGROPE_LOOP/4/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001626	Pilhas de Comida da Rota do Dem?io Faminto (2)
QUEST_LV_0200_20150317_001627	Pilhas de Comida da Rota do Dem?io Faminto (3)
QUEST_LV_0200_20150317_001628	Pilhas de Comida da Rota do Dem?io Faminto (4)
QUEST_LV_0200_20150317_001629	Maldio da Pregui? - Apatia
QUEST_LV_0200_20150317_001630	Tentar acertar
QUEST_LV_0200_20150317_001631	Coisas suspeitas s? um saco. Ignore e siga seu caminho.
QUEST_LV_0200_20150317_001632	Aviso/Voc?conseguiu destruir o Cristal de Raiz de vore mutante{nl}A maldio desaparecer? # 5
QUEST_LV_0200_20150317_001633	Maldio da Pregui? - Letargia
QUEST_LV_0200_20150317_001634	Destruindo cristal/ ATK / 1 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001635	Aviso/! /O Cristal de Raiz de vore expeliu v?ios cernes{nl}Encontre os cernes espalhados e destrua-os! # 5
QUEST_LV_0200_20150317_001636	Destruindo Cristal de Raiz de vore ATK / 1 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001637	Aviso/Voc?conseguiu destruir o Cristal de Raiz de vore! # 5
QUEST_LV_0200_20150317_001638	Maldio da Pregui? - Siesta
QUEST_LV_0200_20150317_001639	Olhando para o cristal/ LOOK / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001640	Destruindo o Cristal de Raiz de vore / ATK / 1 / TRACK_AFTER / None
QUEST_LV_0200_20150317_001641	Maldio da Pregui? - Lentid?
QUEST_LV_0200_20150317_001642	Observando o Cristal de Raiz de vore/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001643	Maldio da Pregui? - Fraqueza
QUEST_LV_0200_20150317_001644	Olhando o Cristal de Raiz de vore mutante/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001645	Aviso/! /Voc?precisa se livrar da contaminao repentina causada pelo Cristal de Raiz de vore! {nl}Colha a energia do Cristal de Raiz de vore nos monstros ao redor! # 5
QUEST_LV_0200_20150317_001646	Aviso/! /Voc?desmaiar?ao pisar nos rastros da contaminao! Cuidado! # 5
QUEST_LV_0200_20150317_001647	Lacrando o Cristal de Raiz de vore mutante/ MAKING / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001648	Maldio da Pregui? - Abismo
QUEST_LV_0200_20150317_001649	Olhe para o Cristal de Raiz de vore / LOOK / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001650	Aviso/! / O Cristal de Raiz de vore se dividiu em v?ias partes! Encontre o verdadeiro e o destrua! # 3
QUEST_LV_0200_20150317_001651	Maldio da Pregui? - Mis?ia
QUEST_LV_0200_20150317_001652	Chacoalhando o Cristal de Raiz de vore mutante / STANDSHAKE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001653	Aviso/A caixa desapareceu!#5
QUEST_LV_0200_20150317_001654	Incidente Misterioso
QUEST_LV_0200_20150317_001655	Vou ficar aqui e n? incomodar
QUEST_LV_0200_20150317_001656	Certo, vai ser do seu jeito. Vou embora
QUEST_LV_0200_20150317_001657	Teste de Liberao de Alma Furiosa (1)
QUEST_LV_0200_20150317_001658	O que devo fazer?
QUEST_LV_0200_20150317_001659	Pare. Isso ?chato
QUEST_LV_0200_20150317_001660	O que estava acontecendo aqui?
QUEST_LV_0200_20150317_001661	Rezando para o altar / WORSHIP / 3 / TRACK_AFTER / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001662	Aviso/!/As almas reprimidas apareceram ao redor do altar!{nl}Conven? as almas furiosas e ajude-as a subir ao c?!#5
QUEST_LV_0200_20150317_001663	Teste de Liberao de Alma Furiosa (2)
QUEST_LV_0200_20150317_001664	?inc?odo demais.
QUEST_LV_0200_20150317_001665	Teste de Liberao de Alma Furiosa (3)
QUEST_LV_0200_20150317_001666	Posso pegar
QUEST_LV_0200_20150317_001667	Teste de Liberao de Alma Furiosa (4)
QUEST_LV_0200_20150317_001668	?inc?odo demais.
QUEST_LV_0200_20150317_001669	Sobre a alma furiosa
QUEST_LV_0200_20150317_001670	F?ia das Almas
QUEST_LV_0200_20150317_001671	N? vou. ?inc?odo demais.
QUEST_LV_0200_20150317_001672	Escadaria Dispersa
QUEST_LV_0200_20150317_001673	Flores para a Alma Furiosa
QUEST_LV_0200_20150317_001674	Rezando/WORSHIP/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001675	Aviso/! / Colha flores e ofere?-as no altar para as almas reprimidas # 3
QUEST_LV_0200_20150317_001676	Limpando o altar / SITGROPE / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001677	Aviso/Limpou o altar e colheu as flores!#3
QUEST_LV_0200_20150317_001678	Oferenda para as Almas Furiosas
QUEST_LV_0200_20150317_001679	Aviso/Tranquilize as almas!
QUEST_LV_0200_20150317_001680	Liberdade para as Almas Furiosas
QUEST_LV_0200_20150317_001681	Aviso/! /Obtenha p?inas da escritura com os monstros ao redor! # 3
QUEST_LV_0200_20150317_001682	Colocando a escritura / MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001683	F?ia Condensada
QUEST_LV_0200_20150317_001684	Aviso/! / O Senhor do Fogo estava escondido no altar. Livre-se dele! # 3
QUEST_LV_0200_20150317_001685	O Segredo do Altar Destru?o
QUEST_LV_0200_20150317_001686	Aviso/!/A alma do peregrino desapareceu!#3
QUEST_LV_0200_20150317_001687	Fragmento de uma Alma
QUEST_LV_0200_20150317_001688	Verificando o altar/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001689	Borrifando/CAMPFIRE_ADD/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001690	Dar uma chance
QUEST_LV_0200_20150317_001691	Voc?n? tem dinheiro e est?me irritando. Pare.
QUEST_LV_0200_20150317_001692	Venerao para a B?o (1)
QUEST_LV_0200_20150317_001693	Encontre oferendas
QUEST_LV_0200_20150317_001694	Voc?n? precisa de b?o. Seguir seu caminho.
QUEST_LV_0200_20150317_001695	Venerando/ WORSHIP / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001696	Aviso/!/O Sacr?io parece contaminado!#3
QUEST_LV_0200_20150317_001697	Venerao para a B?o (2)
QUEST_LV_0200_20150317_001698	Verificando o Sacr?io/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001699	Aviso/!/Monstros surgiram ao redor do Sacr?io!#5
QUEST_LV_0200_20150317_001700	Venerao para a B?o (3)
QUEST_LV_0200_20150317_001701	Vou purificar
QUEST_LV_0200_20150317_001702	Borrifando ?ua benta / STANDSPINKLE / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001703	Aviso / O Sacr?io foi purificado! # 3
QUEST_LV_0200_20150317_001704	Est?ua da Deusa Sagrada
QUEST_LV_0200_20150317_001705	Venerando / WORSHIP / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001706	Est?ua da Deusa Genu?a (1)
QUEST_LV_0200_20150317_001707	Aviso/!/Tem algo errado com a Est?ua da Deusa{nl}V?para Tesla no Vale do Piso Losangular#3
QUEST_LV_0200_20150317_001708	Est?ua da Deusa Genu?a (2)
QUEST_LV_0200_20150317_001709	Algo que vem ?mente
QUEST_LV_0200_20150317_001710	Consertando Est?ua/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001711	Est?ua da Deusa Genu?a (3)
QUEST_LV_0200_20150317_001712	Verificando a Est?ua da Deusa/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001713	Aviso/!/O c?culo invocador de dem?ios aparece quando a Est?ua da Deusa desaparece!#5
QUEST_LV_0200_20150317_001714	Sacr?io da Verdade ou Mentira (1)
QUEST_LV_0200_20150317_001715	Venerando WORSHIP / 4 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001716	Sacr?io da Verdade ou Mentira (2)
QUEST_LV_0200_20150317_001717	Descrevendo o trabalho do Sacr?io / TALK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001718	Que irritante. Boa sorte na pr?ima
QUEST_LV_0200_20150317_001719	Naktis? Catedral?
QUEST_LV_0200_20150317_001720	Queimando / MAKING / 3 / TRACK_BEFORE / None
