ETC_20150317_000001	$Kepa
ETC_20150317_005508	{memo X}Obteve 50 confecções bem-sucedidas. Me acostumando a confeccionar.
ETC_20150317_005509	{memo X}Confeccionista Perito
ETC_20150317_005510	{memo X}Obteve 100 confecções bem-sucedidas. Acumulando riquezas aos poucos.
ETC_20150317_005511	{memo X}Deus da Confecção
ETC_20150317_005512	{memo X}Obteve 300 confecções bem-sucedidas. Sem palavras para descrever esse sentimento.
ETC_20150317_005513	{memo X}Desafiante
ETC_20150317_005514	{memo X}Deixou 3 jogadores inconscientes.
ETC_20150317_005515	Gladiador
ETC_20150317_005516	{memo X}Deixou 10 jogadores inconscientes.
ETC_20150317_005517	{memo X}Comandante de Guerra
ETC_20150317_005518	{memo X}Deixou 20 jogadores inconscientes.
ETC_20150317_005519	{memo X}Deus da Guerra
ETC_20150317_005520	{memo X}Deixou 50 jogadores inconscientes.
ETC_20150317_005521	Pessoas Deprimidas
ETC_20150317_005522	{memo X}Energia de Monstro
ETC_20150317_005523	{memo X}Vem jogando por 7 dias.
ETC_20150317_005524	Dae-Gil
ETC_20150317_005525	Assediador do Dae-Gil
ETC_20150317_005526	{memo X}Perturbou Dae-Gil 100 vezes.
ETC_20150317_005527	{memo X}Cabelo
ETC_20150317_005528	{memo X}$Porque Sou Especial
ETC_20150317_005529	{memo X}Visitou o salão de beleza 3 vezes
ETC_20150317_005530	Caçador de Tesouros
ETC_20150317_005531	{memo X}Conseguiu 20 baús do tesouro violando túmulos.
ETC_20150317_005532	Torneio
ETC_20150317_005533	{memo X}Fã-Clube do Torneio
ETC_20150317_005534	{memo X}Deu 20 presentes durante o torneio.
ETC_20150317_005535	{memo X}Grande Fã do Torneio
ETC_20150317_005536	{memo X}Deu 100 presentes durante o torneio.
ETC_20150317_005537	{memo X}Vice-Presidente do Fã-Clube do Torneio
ETC_20150317_005538	{memo X}Deu 500 presentes durante o torneio.
ETC_20150317_005539	Teste de Classificação 1
ETC_20150317_005540	Classificação de Dano
ETC_20150317_005541	Contagem de Abates Brutais
ETC_20150317_005542	Contagem de Abates de Jogadores
ETC_20150317_005543	{memo X}Contagem de Abates de Kepas
ETC_20150317_005544	Contagem de Abates de Monstros
ETC_20150317_005545	Contagem de Ressurreições
ETC_20150317_005546	Contagem de Abates de Chefes Monstros
ETC_20150317_005547	Presentes do Torneio
ETC_20150317_005548	Contagem de Quests Concluídas
ETC_20150317_005549	Contagem de Cultivo de Verduras
ETC_20150317_005550	Contagem de Encomendas Bem-Sucedidas
ETC_20150317_005551	Conclusão de Eventos de Campo
ETC_20150317_005552	Diálogos com Dae-Gil
ETC_20150317_005553	Baús do Tesouro
ETC_20150317_005554	Confecção de Itens
ETC_20150317_005555	Salão de Beleza
ETC_20150317_005556	Contagem de Acessos
ETC_20150317_005557	Pontuação de Exploração do Mundo
ETC_20150317_005558	Participação no TBF1
ETC_20150317_005559	Sem postura
ETC_20150317_005560	Fortune Public Breakfast
ETC_20150317_005561	N/A
ETC_20150317_005562	Sakura Swordsmanship_High
ETC_20150317_005563	Sakura Swrodsmanship_Mid
ETC_20150317_005564	Sakura Swordsmanship_Low
ETC_20150317_005565	Sakura Swordsmanship_High_Chain Attack
ETC_20150317_005566	Sakura Swordsmanship_Mid_Chain Attack
ETC_20150317_005567	Sakura Swrodsmanship_Low_Chain Attack
ETC_20150317_005568	Velocidade de Movimento do Personagem
ETC_20150317_005569	The Line for Fortune Breakfast
ETC_20150317_005570	N/A
ETC_20150317_005571	Para Teste
ETC_20150317_005572	Fire Swords Middle Guild
ETC_20150317_005573	Hotel
ETC_20150317_005574	Escritório de Evaporação
ETC_20150317_005575	Topo da Montanha
ETC_20150317_005576	Lua Baehyeon
ETC_20150317_005577	Pico Bomung
ETC_20150317_005578	Doca das Espadas Flamejantes
ETC_20150317_005579	Maewageomgak
ETC_20150317_005580	Docas Heojeo
ETC_20150317_005581	Hospedaria Flor de Ameixeira
ETC_20150317_005582	Docas Yeonghwatan
ETC_20150317_005583	Huisindae
ETC_20150317_005584	Cheonggyeongyeon
ETC_20150317_005585	Gunamji
ETC_20150317_005586	Vento do Cânion
ETC_20150317_005587	Muralha do Vento Presente
ETC_20150317_005588	Rua Principal do Jardim Florido
ETC_20150317_005589	Rua da Cidade
ETC_20150317_005590	Song In Street
ETC_20150317_005591	Rua Principal Linha de Fogo
ETC_20150317_005592	Floresta da Água do Mar
ETC_20150317_005593	Lareira Atual
ETC_20150317_005594	Jardim Florido Grande
ETC_20150317_005595	Jardim Florido Pequeno
ETC_20150317_005596	Heojeopyeong
ETC_20150317_005597	Fazenda Hyeonga
ETC_20150317_005598	Mãos Nuas
ETC_20150317_005599	Guarda de Esgrimista
ETC_20150317_005600	Tiro
ETC_20150317_005601	Aumentar Cabeça
ETC_20150317_005602	Diminuir Cabeça
ETC_20150317_005603	Aumentar as Duas Mãos
ETC_20150317_005604	Aumentar os Dois Pés
ETC_20150317_005605	Aumentar Mãos e Pés
ETC_20150317_005606	Melhoria de Poder Destrutivo
ETC_20150317_005607	O ataque de Bearkaras aumentou.
ETC_20150317_005608	Pedra Ativada Possuída
ETC_20150317_005609	Você pode destruir o Lacre!
ETC_20150317_005610	Efeito de Pó de Arenito
ETC_20150317_005611	Aumento de Ataque
ETC_20150317_005612	Juntos, não temos nada a temer!
ETC_20150317_005613	Uma aura sagrada envolve este monstro!
ETC_20150317_005614	Névoa de Luz
ETC_20150317_005615	A Névoa de Luz oculta o usuário dos demônios
ETC_20150317_005616	Causa da Instabilidade da Joia
ETC_20150317_005617	{memo X}O Poder de Ataque aumentou devido à energia furiosa da joia de chama carmesim.
ETC_20150317_005618	Efeito do Pó de Flor Espinhosa Melhorado
ETC_20150317_005619	Você não vai enlouquecer sob a aura das trevas.
ETC_20150317_005620	Irreconhecível
ETC_20150317_005621	Os guardas não conseguem distinguir os aliados dos inimigos devido à aura corrompida de Echad.
ETC_20150317_005622	Regeneração Natural
ETC_20150317_005623	A seiva rapidamente cura o HP de Nepenthes
ETC_20150317_005624	Neurotoxina
ETC_20150317_005625	O monstro está sintetizando veneno!
ETC_20150317_005626	Você foi encontrado
ETC_20150317_005627	Encontrado pela labareda. Mas vai sumir logo!
ETC_20150317_005628	Você está confuso após ser atingido por uma Bomba de Fumaça.
ETC_20150317_005629	Preso
ETC_20150317_005630	Preso pela algema!
ETC_20150317_005631	Romuva
ETC_20150317_005632	Inflige dano adicional de 20% contra demônios!
ETC_20150317_005633	Corrupção de Energia Maligna
ETC_20150317_005634	Este monstro foi corrompido pela energia maligna!
ETC_20150317_005635	{memo X}Bônus de Grupo Escadaria Dispersa
ETC_20150317_005636	Seu ataque é aumentado em +150
ETC_20150317_005637	{memo X}Bônus de Grupo Floresta de Mogno
ETC_20150317_005638	Sua defesa é aumentada em +100
ETC_20150317_005639	Neutralidade
ETC_20150317_005640	Atributo Neutro
ETC_20150317_005641	Placa de Aviso!
ETC_20150317_005642	Gesti está por perto!
ETC_20150317_005643	Santificação
ETC_20150317_005644	O espírito foi separado pelo poder do lacre!
ETC_20150317_005645	O Lacre está carregando!
ETC_20150317_005646	Intoxicação por Aura Impura
ETC_20150317_005647	Você foi envenenado pela energia obscura do cristal de invocação.
ETC_20150317_005648	Lavagem Cerebral
ETC_20150317_005649	Lavagem Cerebral em andamento
ETC_20150317_005650	Efeito da Água-Benta de Romuva: Oculta o usuário dos demônios
ETC_20150317_005651	A Bomba de Espírito Sagrado foi implantada
ETC_20150317_005652	Morte Comum
ETC_20150317_005653	Algema de Espírito Sagrado
ETC_20150317_005654	A Pedra de Alma está extraindo a energia vital do demônio!
ETC_20150317_005655	Algemado!
ETC_20150317_005656	Aura Sinistra
ETC_20150317_005657	Hostil
ETC_20150317_005658	A Aura do Altar Malda
ETC_20150317_005659	A Aura do Altar Malda está envolvendo os demônios!
ETC_20150317_005660	Confiança
ETC_20150317_005661	Os demônios ficaram mais fáceis de ser enfrentados.
ETC_20150317_005662	O Poder de Glozejas
ETC_20150317_005663	Você pode converter os Demônios!
ETC_20150317_005664	Engano
ETC_20150317_005665	Perfume de Erva Letárgica
ETC_20150317_005666	A velocidade de movimento foi reduzida devido ao perfume da Erva Letárgica.
ETC_20150317_005667	Carbonizando
ETC_20150317_005668	Está queimando!
ETC_20150317_005669	Seiva Vazada
ETC_20150317_005670	Extraindo a sua seiva
ETC_20150317_005671	Queimando
ETC_20150317_005672	Está queimando!
ETC_20150317_005673	Controle Mental (Lagartomem)
ETC_20150317_005674	Este Lagartomem está sob o Controle Mental
ETC_20150317_005675	Controle Mental (Infraburk)
ETC_20150317_005676	Este Infraburk está sob o Controle Mental.
ETC_20150317_005677	Possui pó de pedra aromática.
ETC_20150317_005678	Que aroma doce.
ETC_20150317_005679	Tem um cheiro doce.
ETC_20150317_005680	Cheiro de Mel
ETC_20150317_005681	Cheirou o mel
ETC_20150317_005682	Bônus de Petrificação
ETC_20150317_005683	Parada Mortal
ETC_20150317_005684	Barreira do Castiçal do Lacre Ativada
ETC_20150317_005685	Penalidade da Barreira do Castiçal do Lacre
ETC_20150317_005686	Peças em mãos
ETC_20150317_005687	Você possui peças do filtro.
ETC_20150317_005688	Você aplicou o Pó de Pedra Aromática
ETC_20150317_005689	O Pó de Pedra Aromática foi aplicado! Atraindo um monstro poderoso
ETC_20150317_005690	Material Promocional Afixado
ETC_20150317_005691	O material promocional do exército real está afixado nele!
ETC_20150317_005692	Odor Corporal Obtido
ETC_20150317_005693	Nepenthes desmaiou!
ETC_20150317_005694	Grande Área de Tiro
ETC_20150317_005695	Espírito Desesperado
ETC_20150317_005696	Fugindo para permanecer vivo
ETC_20150317_005697	Teste de lavagem cerebral
ETC_20150317_005698	Cérebro Lavado
ETC_20150317_005699	Benção - Aumento da Velocidade de Movimento
ETC_20150317_005700	Você deve receber uma benção para aumentar sua velocidade de movimento!
ETC_20150317_005701	Separação de Almas
ETC_20150317_005702	Após reparar as Raízes de Árvore, os monstros ficaram presos.
ETC_20150317_005703	Esperando para reparar as Raízes de Árvore.
ETC_20150317_005704	Geração de Potência
ETC_20150317_005705	Testar Geração de Potência do Reagente
ETC_20150317_005706	Fora de Combate
ETC_20150317_005707	Dor pungente.
ETC_20150317_005708	Você foi picado pela Vinha Espinhosa.
ETC_20150317_005709	Veneno de Espinho
ETC_20150317_005710	Dreno de Vida
ETC_20150317_005711	Confusão
ETC_20150317_005712	Voltar Tempo
ETC_20150317_005713	Voltar Tempo renova o tempo restante dos bônus de HP, SP e VIG. Além disso, reinicia todas as recargas. 
ETC_20150317_005714	Voltar no tempo
ETC_20150317_005715	Retorna ao comportamento anterior do monstro.
ETC_20150317_005716	Cordão
ETC_20150317_005717	{memo X}Conecta corpo e mente ao alvo. Todo o dano recebido é compartilhado.
ETC_20150317_005718	$Corrente Espiritual
ETC_20150317_005719	Conecta corpo e mente ao alvo. Todo o dano recebido é compartilhado.
ETC_20150317_005720	Penalidade Conjunta
ETC_20150317_005721	Cordão Umbilical
ETC_20150317_005722	{memo X}Você receberá a defesa e Pirizen ao conectar-se.
ETC_20150317_005723	{memo X}Defesa e Prisão são concedidos aos membros vinculados
ETC_20150317_005724	{memo X}Defesa de Almas
ETC_20150317_005725	{memo X}Todo o dano recebido será transferido para a sua Invocação.
ETC_20150317_005726	Prevendo um ataque inimigo
ETC_20150317_005727	Transformar
ETC_20150317_005728	Transformação de Monstro
ETC_20150317_005729	Telepatia
ETC_20150317_005730	Plantar Escudo
ETC_20150317_005731	Monstro da Torre da Terra
ETC_20150317_005732	Recebendo aura da Torre da Terra.
ETC_20150317_005733	Área de Atordoamento
ETC_20150317_005734	Atordoa os inimigos dentro da área por 5 segundos. Atordoar pode ser recuperado pela Cura.
ETC_20150317_005735	Criação de Terreno das Trevas
ETC_20150317_005736	Cria um terreno de trevas a cada cinco segundos
ETC_20150317_005737	Será assustador se eles se reunirem
ETC_20150317_005738	Atordoar
ETC_20150317_005739	Você não pode se mover. Você será liberado após um golpe, mas receberá 10% a mais de dano.
ETC_20150317_005740	Adormecer
ETC_20150317_005741	Você adormeceu. Não poderá realizar ações até ser atingido por um ataque.
ETC_20150317_005742	Você foi congelado e recebe dano de gelo contínuo. Você não pode se mover.
ETC_20150317_005743	Você está preso no tempo e no espaço. Você não pode se mover ou atacar.
ETC_20150317_005744	Você não realiza ações. O dano recebido é reduzido em 50% sob o efeito de [Petrificado]. Ataques podem cancelar este efeito.
ETC_20150317_005745	Silêncio
ETC_20150317_005746	Ataques básicos e habilidades não podem ser usados.
ETC_20150317_005747	Você não consegue distinguir entre forças aliadas e inimigas.
ETC_20150317_005748	Recebendo dano contínuo. O movimento amplifica o dano. 
ETC_20150317_005749	Sangramento Profundo
ETC_20150317_005750	Recebendo dano contínuo de [Sangramento]. O movimento amplifica o dano. 
ETC_20150317_005751	Recebendo dano contínuo de [Envenenamento]. Este efeito vai passar com o tempo ou pode ser curado por Cura ou um antídoto.
ETC_20150317_005752	Recebendo dano contínuo de [Fogo].
ETC_20150317_005753	Você não pode recuperar HP e SP. É possível recuperar com Cura.
ETC_20150317_005754	Ataque Enfraquecido
ETC_20150317_005755	Seu ataque é reduzido e pode continuar a cair se estiver acumulado.
ETC_20150317_005756	Defesa Enfraquecida
ETC_20150317_005757	Sua defesa é reduzida e pode continuar a cair se estiver acumulado.
ETC_20150317_005758	Quebrar Armadura
ETC_20150317_005759	Temporariamente, remove a defesa de sua armadura.
ETC_20150317_005760	Make continuous damage to Human, wild animal monsters, If the different Human, wild animal monsters are closed then infection randomly.
ETC_20150317_005761	Lentidão
ETC_20150317_005762	Sua velocidade de movimento é reduzida em 50%.
ETC_20150317_005763	Miniaturização
ETC_20150317_005764	Diminui o tamanho do corpo
ETC_20150317_005765	Gigantismo
ETC_20150317_005766	Aumenta o tamanho do corpo
ETC_20150317_005767	Receive damage like you will be acted in a body with different string state object.
ETC_20150317_005768	Reduz INT e ESP temporariamente e de maneira significativa.
ETC_20150317_005769	Perda temporária da visão periférica.
ETC_20150317_005770	Defesa Melhorada.
ETC_20150317_005771	Velocidade de Movimento Melhorada.
ETC_20150317_005772	Ataque Melhorado
ETC_20150317_005773	Armadura
ETC_20150317_005774	Reflete um ataque temporariamente em 20%.
ETC_20150317_005775	Absorção de Choque
ETC_20150317_005776	Cria uma barreira protetora que bloqueia temporariamente todos os ataques.
ETC_20150317_005777	A Velocidade de Movimento foi reduzida.
ETC_20150317_005778	Redução de Ataque
ETC_20150317_005779	O Ataque foi reduzido.
ETC_20150317_005780	Ira de Helgasercle
ETC_20150317_005781	A Defesa foi reduzida
ETC_20150317_005782	Ira de Arconte
ETC_20150317_005783	Viscosidade
ETC_20150317_005784	A Velocidade de Movimento foi reduzida devido à viscosidade.
ETC_20150317_005785	Em estado de ira. Sua defesa aumentou.
ETC_20150317_005786	Melhorar Defesa
ETC_20150317_005787	Aumenta temporariamente sua defesa.
ETC_20150317_005788	Aumentar Velocidade de Movimento
ETC_20150317_005789	Aumenta temporariamente sua velocidade de movimento.
ETC_20150317_005790	Retornar
ETC_20150317_005791	Espinho de Cristal
ETC_20150317_005792	Recuperação Contínua
ETC_20150317_005793	Recupera 20% de HP a cada 10 segundos.
ETC_20150317_005794	Defesa Máxima
ETC_20150317_005795	Ataque Máximo
ETC_20150317_005796	Redução de Força
ETC_20150317_005797	Sua força foi reduzida.
ETC_20150317_005798	O movimento fica mais lento e a força mental é reduzida.
ETC_20150317_005799	Nuvem de Veneno
ETC_20150317_005800	Um estado de dano contínuo ao equipamento.
ETC_20150317_005801	Nuvem de Veneno.
ETC_20150317_005802	Estímulo Sanguíneo
ETC_20150317_005803	A Defesa é reduzida, mas há aumento do Ataque
ETC_20150317_005804	Grande Item
ETC_20150317_005805	Obtenha grandes itens
ETC_20150317_005806	Aplicar Veneno
ETC_20150317_005807	Você aplicou veneno em uma arma.
ETC_20150317_005808	A Força foi recuperada.
ETC_20150317_005809	Olho da Morte
ETC_20150317_005810	A Morte o aguarda. Você não pode usar habilidades.
ETC_20150317_005811	Fúria
ETC_20150317_005812	O Ataque aumenta em 100%.{nl}Imune a Repulsão e Derrubada.
ETC_20150317_005813	Vingança
ETC_20150317_005814	É possível contra-atacar.
ETC_20150317_005815	A Velocidade de Movimento foi reduzida em 50%
ETC_20150317_005816	Ataque Indisponível
ETC_20150317_005817	Choque
ETC_20150317_005818	A Defesa e a Velocidade de Movimento foram reduzidas
ETC_20150317_005819	Exaustão
ETC_20150317_005820	Você utilizou toda a sua força e deve descansar. Sua defesa também foi reduzida.
ETC_20150317_005821	Invencibilidade
ETC_20150317_005822	Você fica temporariamente invencível, mas não pode executar nenhum ataque.
ETC_20150317_005823	{memo X}Kubus
ETC_20150317_005824	Kubus: Chamas
ETC_20150317_005825	Aumento na resistência ao elemento Fogo de Kubus. 
ETC_20150317_005826	Kubus: Água
ETC_20150317_005827	Aumento na resistência ao elemento Gelo de Kubus. 
ETC_20150317_005828	Kubus: Tempestade
ETC_20150317_005829	Aumento na resistência ao elemento Elétrico de Kubus. 
ETC_20150317_005830	Dissipar Magia
ETC_20150317_005831	Ataque de Dissipação de Magia
ETC_20150317_005832	Acúmulo de Ataque Físico
ETC_20150317_005833	Acumula cada vez que você recebe um ataque físico do inimigo.
ETC_20150317_005834	Acúmulo de Ataque Mágico
ETC_20150317_005835	Acumula cada vez que você recebe um ataque mágico do inimigo.
ETC_20150317_005836	Impacto de Martelo
ETC_20150317_005837	Causa um grande impacto.
ETC_20150317_005838	Espuma Pegajosa
ETC_20150317_005839	Queimadura
ETC_20150317_005840	Inflige danos periodicamente. Você não pode usar habilidades.
ETC_20150317_005841	{memo X}Bônus de Aumento de Alcance da Velocidade de Movimento
ETC_20150317_005842	{memo X}Penalidade de Redução de Velocidade de Movimento
ETC_20150317_005843	Aumento de Chance de Bloqueio
ETC_20150317_005844	{memo X}Bônus de Aumento de Chance de Bloqueio
ETC_20150317_005845	{memo X}Bônus de Velocidade de Movimento
ETC_20150317_005846	{memo X}Aumento de Velocidade de Movimento
ETC_20150317_005847	Muralha de Fogo
ETC_20150317_005848	Habilidade de Muralha de Fogo
ETC_20150317_005849	{memo X}Penalidade de Cura
ETC_20150317_005850	{memo X}Penalidade de Imolação
ETC_20150317_005851	{memo X}Penalidade de Curar
ETC_20150317_005852	Ataque de Curar
ETC_20150317_005853	{memo X}Bônus de Aumento de Ataque
ETC_20150317_005854	{memo X}Bônus de Aumento Exponencial de Ataque
ETC_20150317_005855	{memo X}Penalidade de Redução de Ataque
ETC_20150317_005856	{memo X}Bônus de Agressor
ETC_20150317_005857	Redução de Evasão, Aumento de Precisão
ETC_20150317_005858	{memo X}Bônus de Transpor
ETC_20150317_005859	Converte o HP do monstro em ataque
ETC_20150317_005860	Durante o lançamento
ETC_20150317_005861	Durante o lançamento
ETC_20150317_005862	Recebendo dano contínuo de [Chamas].
ETC_20150317_005863	Restrição de HP
